Timestep[1] 	 x_error[2] 	 command_torques[4] 	 joint_gravity[4] 	 effective_joint_gravity[4] 	 alpha[1] 	 colinearity[1]
4.44706	-6.67955e-12 -2.04249e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.44806	-6.64935e-12 -2.02164e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.44907	-6.62004e-12 -2.00105e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.45006	 -6.5894e-12 -1.97947e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.45106	-6.56541e-12  -1.9624e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.45206	-6.53078e-12 -1.93818e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.45307	 -6.5099e-12 -1.92359e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.45407	-6.47749e-12 -1.90061e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.45506	-6.45084e-12 -1.88229e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.45606	-6.42597e-12 -1.86484e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.45706	-6.40288e-12 -1.84854e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.45806	-6.37579e-12 -1.82936e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.45906	-6.35181e-12 -1.81264e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.46006	-6.32783e-12 -1.79545e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.46106	-6.30429e-12 -1.77903e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.46206	-6.27809e-12 -1.76085e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.46306	-6.25588e-12 -1.74518e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.46406	-6.23324e-12 -1.72892e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.46506	-6.21103e-12 -1.71385e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.46606	-6.18572e-12 -1.69593e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.46706	 -6.1644e-12 -1.68067e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.46806	-6.14042e-12  -1.6643e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.46906	-6.11688e-12 -1.64792e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.47007	-6.09424e-12 -1.63174e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.47106	-6.07026e-12 -1.61478e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.47206	-6.05027e-12 -1.60071e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.47306	-6.02318e-12 -1.58123e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.47406	-5.99565e-12 -1.56207e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.47506	-5.96545e-12 -1.54054e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.47606	-5.93969e-12 -1.52229e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.47706	 -5.9095e-12 -1.50019e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.47806	-5.87885e-12 -1.47845e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.47906	-5.84777e-12 -1.45701e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.48006	-5.81535e-12 -1.43419e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.48106	-5.78115e-12 -1.40909e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.48206	-5.74474e-12 -1.38347e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.48306	-5.71054e-12 -1.35876e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.48406	-5.67368e-12 -1.33223e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.48506	-5.63949e-12 -1.30792e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.48607	-5.60041e-12 -1.28046e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.48706	-5.56666e-12 -1.25619e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.48806	-5.53291e-12  -1.2328e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.48906	-5.49916e-12 -1.20869e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.49006	-5.46541e-12 -1.18482e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.49106	-5.43343e-12 -1.16213e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.49206	-5.40101e-12 -1.13914e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.49306	-5.36371e-12 -1.11285e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.49406	-5.33351e-12 -1.09157e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.49506	-5.29976e-12  -1.0675e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.49606	-5.26557e-12  -1.0432e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.49706	-5.23359e-12 -1.02077e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.49806	-5.19718e-12 -9.95071e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.49906	-5.17053e-12 -9.76774e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.50006	-5.13145e-12 -9.48436e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.50107	 -5.1088e-12 -9.33176e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.50211	-5.11813e-12 -9.40231e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.50308	-5.08882e-12 -9.19725e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.50411	-5.07727e-12 -9.11415e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.50512	-5.06528e-12 -9.03666e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.50611	-5.05729e-12 -8.98065e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.50711	-5.05596e-12 -8.97404e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.50807	-5.01599e-12 -8.68977e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.50908	-5.03775e-12 -8.85131e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.51012	-5.05418e-12 -8.96994e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.51107	-5.07105e-12 -9.09767e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.51211	-5.08971e-12 -9.22995e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.51311	-5.10925e-12 -9.37095e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.51411	-5.12346e-12 -9.47736e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.51511	-5.13234e-12 -9.54131e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.51607	-5.13589e-12 -9.57007e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.51711	-5.16476e-12  -9.7804e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.51811	-5.17586e-12  -9.8585e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.5191	-5.18918e-12 -9.94932e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.52007	-5.17941e-12 -9.88309e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.52107	-5.19318e-12 -9.98612e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.52206	-5.20828e-12 -1.00929e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.52306	-5.21139e-12 -1.01183e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.52406	-5.21672e-12 -1.01567e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.52506	-5.22205e-12 -1.01925e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.52606	 -5.2256e-12 -1.02169e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.52706	-5.23004e-12 -1.02511e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.52806	-5.22737e-12 -1.02275e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.52906	-5.22382e-12 -1.02096e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.53006	-5.22116e-12 -1.01882e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.53106	-5.22071e-12 -1.01837e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.5321	-5.21405e-12 -1.01356e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.53311	-5.20961e-12 -1.01041e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.53411	-5.20606e-12 -1.00703e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.53511	-5.20872e-12 -1.00882e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.53613	-5.20028e-12 -1.00207e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.53712	-5.18119e-12 -9.88037e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.53808	 -5.1732e-12 -9.82148e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.53906	-5.17675e-12 -9.84002e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.54006	-5.15099e-12 -9.65028e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.54106	-5.14122e-12 -9.57889e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.54206	-5.13234e-12 -9.51111e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.54306	-5.11768e-12 -9.40081e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.54406	-5.10969e-12 -9.33975e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.54506	 -5.0977e-12 -9.24721e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.54606	-5.08527e-12 -9.15368e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.54706	-5.07105e-12 -9.04815e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.54806	-5.05462e-12 -8.92519e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.54907	-5.04219e-12 -8.83349e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.55006	-5.01998e-12 -8.66934e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.55106	-5.00311e-12 -8.54228e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.55206	-4.98579e-12 -8.41677e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.55306	 -4.9698e-12 -8.30214e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.55407	-4.94627e-12 -8.13188e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.55506	-4.93383e-12 -8.03635e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.55606	-4.91163e-12 -7.87154e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.55706	-4.89342e-12 -7.73481e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.55806	-4.86944e-12 -7.55784e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.55906	-4.84723e-12  -7.3947e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.56006	-4.82325e-12 -7.22522e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	0	-0.573936	
4.56106	-4.80238e-12 -7.06873e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.56206	-4.77751e-12 -6.88605e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.56306	-4.75486e-12 -6.71802e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.56406	-4.73088e-12 -6.54526e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.56506	 -4.7522e-12 -6.69242e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.56612	-4.69802e-12 -6.29607e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.56711	-4.69003e-12 -6.24117e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.56811	-4.68159e-12 -6.17573e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.56911	-4.67848e-12 -6.15497e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.57009	-4.66871e-12  -6.0737e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.57111	-4.64073e-12 -5.87275e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.5721	-4.70424e-12 -6.32183e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.57309	-4.66782e-12 -6.05604e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.5741	-4.69802e-12 -6.26466e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.5751	-4.70601e-12 -6.32217e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.5761	-4.72333e-12 -6.44096e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.5771	-4.75264e-12 -6.64868e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.5781	-4.74509e-12 -6.59539e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.5791	-4.79305e-12 -6.93212e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.5801	-4.82459e-12 -7.15322e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.5811	-4.89342e-12 -7.63878e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.58212	-4.91385e-12 -7.78172e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.58307	-4.95071e-12 -8.03818e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.58406	-4.98535e-12 -8.28254e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.58506	-5.0222e-12 -8.5435e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.58606	-5.05951e-12 -8.80623e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.58708	-5.10347e-12 -9.11626e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.58806	-5.15099e-12 -9.45027e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.58906	-5.17675e-12  -1.0514e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.59006	 -5.2176e-12 -9.92123e-12	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.59106	-5.27356e-12  -1.0319e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.59206	-5.33085e-12 -1.07251e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.59306	 -5.3646e-12 -1.09651e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.59406	  -5.421e-12 -1.13607e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.59506	-5.48273e-12 -1.26779e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.59606	-5.55156e-12 -1.22884e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
4.59706	-5.60041e-12 -1.26323e-11	25.4999 15.0557 13.8769 4.31035	65.3964 32.9615 13.8769 4.31035	26.3669 16.8377 14.0288 4.47382	0	-0.573936	
