Timestep 	 x[2] 	 x_desired[2] 	 command torques[5] 	 f contact[2]
13.9581	  3.14544 -0.299602	  3.14647 -0.187586	 15.1198 -7.90013 -7.99685 -1.14388 -3.68682	8.2457e-12   -9.90007
13.9591	    3.145 -0.299602	  3.14603 -0.187586	 15.1143 -7.92042 -8.01103 -1.15358 -3.68847	7.3959e-12   -9.89493
13.9601	  3.14461 -0.299602	  3.14558 -0.187586	 15.1064 -7.93971 -8.02361 -1.15783 -3.69027	6.56319e-12     -9.8918
13.9611	  3.14418 -0.299602	  3.14515 -0.187586	 15.1052  -7.9471 -8.02892 -1.16157 -3.68931	6.02573e-12    -9.89055
13.9621	  3.14376 -0.299601	  3.14473 -0.187586	 15.1068 -7.94652 -8.02973 -1.16145 -3.68768	6.82586e-12    -9.89103
13.9631	  3.14327 -0.299601	  3.14429 -0.187586	 15.1061 -7.95042  -8.0305 -1.16406 -3.68312	7.88943e-12    -9.89311
13.9641	  3.14289 -0.299601	  3.14387 -0.187586	 15.1113 -7.93903 -8.02343 -1.15888 -3.67955	8.73036e-12    -9.89663
13.9651	  3.14242 -0.299601	  3.14344 -0.187586	 15.1144 -7.93107 -8.01711 -1.15578 -3.67376	8.61311e-12    -9.90146
13.9661	  3.14205 -0.299601	  3.14301 -0.187586	 15.1227 -7.91009 -8.00368 -1.14604 -3.66887	8.34818e-12    -9.90746
13.9671	3.14157 -0.2996	  3.14258 -0.187586	 15.1271 -7.89696 -7.99331 -1.14065 -3.66136	9.46611e-12    -9.91448
13.9681	3.14115 -0.2996	  3.14214 -0.187586	 15.1447  -7.8021 -7.91268 -1.09836 -3.62561	1.06196e-11    -9.91991
13.9691	  3.14072 -0.299603	  3.14169 -0.187586	 15.1447  -7.8021 -7.91268 -1.09836 -3.62561	1.17715e-11    -9.91169
13.9701	   3.1403 -0.299603	  3.14129 -0.187586	 15.1102 -7.93897 -8.01827 -1.15628 -3.65964	1.28251e-11    -9.90318
13.9711	  3.13989 -0.299603	  3.14085 -0.187586	 15.1049 -7.95931 -8.03323 -1.16573 -3.66268	1.3783e-11   -9.89691
13.9721	  3.13946 -0.299603	  3.14043 -0.187586	 15.1003 -7.97663 -8.04529 -1.17404 -3.66361	1.44723e-11    -9.89276
13.9731	  3.13904 -0.299603	     3.14 -0.187586	 15.0987 -7.98564 -8.05208 -1.17841 -3.66354	1.62188e-11    -9.89058
13.9741	  3.13861 -0.299603	  3.13959 -0.187586	 15.0979 -7.99149 -8.05599 -1.18149 -3.66174	1.88539e-11    -9.89022
13.9751	   3.1382 -0.299603	  3.13915 -0.187586	 15.1003 -7.98827  -8.0545 -1.18016 -3.65946	2.1377e-11   -9.89156
13.9761	  3.13778 -0.299603	  3.13872 -0.187586	 15.1032 -7.98275  -8.0508 -1.17795 -3.65567	2.39413e-11    -9.89443
13.9771	  3.13735 -0.299603	   3.1383 -0.187586	 15.1075 -7.97256 -8.04385 -1.17356 -3.65099	2.6463e-11    -9.8987
13.9781	  3.13693 -0.299603	  3.13789 -0.187586	 15.1123  -7.9603 -8.03494 -1.16833 -3.64515	2.85465e-11    -9.90423
13.9791	   3.1365 -0.299603	  3.13747 -0.187586	  15.118  -7.9443 -8.02351 -1.16135 -3.63864	2.97842e-11    -9.91086
13.9801	  3.13608 -0.299603	  3.13705 -0.187586	  15.118  -7.9443 -8.02351 -1.16135 -3.63864	2.99853e-11    -9.91846
13.9811	  3.13568 -0.299603	  3.13663 -0.187586	 15.1268 -7.91081 -7.99799 -1.14202 -3.62483	3.02716e-11    -9.92691
13.9821	  3.13526 -0.299603	  3.13621 -0.187586	 15.1352 -7.88588 -7.98037 -1.13082 -3.61689	2.98534e-11    -9.93606
13.9831	  3.13484 -0.299603	  3.13579 -0.187586	 15.1439 -7.85925 -7.96146 -1.11883 -3.60857	2.91337e-11    -9.94581
13.9841	  3.13443 -0.299602	  3.13537 -0.187586	 15.1529 -7.83114 -7.94146 -1.10613 -3.59999	2.94437e-11    -9.95602
13.9851	    3.134 -0.299605	  3.13495 -0.187586	 15.1541 -7.81788 -7.92848 -1.10055 -3.59138	2.99769e-11    -9.95679
13.9861	   3.1336 -0.299605	  3.13453 -0.187586	 15.1456  -7.8449 -7.94746 -1.11298 -3.59556	3.07619e-11    -9.94909
13.9871	  3.13319 -0.299605	  3.13412 -0.187586	 15.1389 -7.86653 -7.96241 -1.12303 -3.59803	3.00717e-11    -9.94326
13.9881	  3.13277 -0.299606	   3.1337 -0.187586	 15.1389 -7.86653 -7.96241 -1.12303 -3.59803	2.79542e-11    -9.93919
13.9891	  3.13235 -0.299606	  3.13329 -0.187586	 15.1303 -7.89479 -7.98173 -1.13638 -3.59915	2.55929e-11    -9.93677
13.9901	  3.13195 -0.299606	  3.13287 -0.187586	 15.1227 -7.91065 -7.99083  -1.1396 -3.59876	2.44329e-11    -9.93588
13.9911	  3.13154 -0.299606	  3.13246 -0.187586	 15.1225  -7.9124   -7.992 -1.14057 -3.59681	2.3565e-11   -9.93642
13.9921	  3.13113 -0.299606	  3.13205 -0.187586	 15.1237 -7.91014 -7.99034 -1.13972 -3.59395	2.28725e-11    -9.93826
13.9931	  3.13072 -0.299607	  3.13163 -0.187586	  15.126 -7.90422  -7.9861 -1.13719 -3.59029	2.29056e-11    -9.94129
13.9941	  3.13031 -0.299607	  3.13122 -0.187586	 15.1293 -7.89506 -7.97956 -1.13318 -3.58589	2.28671e-11    -9.94539
13.9951	  3.12991 -0.299607	  3.13081 -0.187586	 15.1335 -7.88294 -7.97091  -1.1278 -3.58086	2.25102e-11    -9.95045
13.9961	   3.1295 -0.299607	   3.1304 -0.187586	 15.1383  -7.8683 -7.96045 -1.12127 -3.57527	2.19877e-11    -9.95635
13.9971	  3.12909 -0.299607	  3.12999 -0.187586	 15.1383  -7.8683 -7.96045 -1.12127 -3.57527	1.99878e-11    -9.96298
13.9981	  3.12869 -0.299607	  3.12958 -0.187586	 15.1498 -7.83278   -7.935 -1.10533 -3.56269	1.7596e-11   -9.97024
13.9991	  3.12832 -0.299607	  3.12918 -0.187586	 15.1577 -7.80893 -7.91866 -1.09431  -3.5565	1.48322e-11    -9.97802
14.0001	 3.12788 -0.29961	  3.12875 -0.187586	 15.1577 -7.80893 -7.91866 -1.09431  -3.5565	1.17937e-11    -9.97644
14.0011	 3.12749 -0.29961	  3.12836 -0.187586	 15.1493 -7.81571 -7.91778 -1.09389 -3.55025	8.20405e-12    -9.96648
14.0021	 3.12707 -0.29961	  3.12794 -0.187586	 15.1384 -7.85002 -7.94159 -1.10958 -3.55587	4.82376e-12    -9.95849
14.0031	  3.12668 -0.299611	  3.12754 -0.187586	 15.1223 -7.90121 -7.97715 -1.13318 -3.56249	2.38503e-12    -9.95236
14.0041	  3.12631 -0.299611	  3.12714 -0.187586	 15.1182 -7.91641 -7.98809 -1.14012 -3.56429	6.47581e-13    -9.94799
14.0051	  3.12595 -0.299611	  3.12673 -0.187586	 15.1166 -7.92426 -7.99443 -1.14357 -3.56533	-1.05313e-12     -9.94527
14.0061	  3.12555 -0.299612	  3.12634 -0.187586	 15.1145 -7.93254 -7.99994 -1.14758 -3.56438	-2.59679e-12     -9.94408
14.0071	  3.12515 -0.299612	  3.12593 -0.187586	 15.1146 -7.93427 -8.00146 -1.14846 -3.56281	-2.66373e-12     -9.94433
14.0081	  3.12475 -0.299612	  3.12553 -0.187586	 15.1156 -7.93308 -8.00064 -1.14809 -3.56014	-1.14646e-12     -9.94588
14.0091	  3.12431 -0.299613	  3.12513 -0.187586	  15.116 -7.93208 -7.99912 -1.14805 -3.55597	1.7844e-12   -9.94863
14.0101	  3.12392 -0.299613	  3.12474 -0.187586	 15.1129 -7.93417 -7.99847 -1.14533 -3.55207	4.90969e-12    -9.95246
14.0111	  3.12352 -0.299613	  3.12434 -0.187586	  15.117 -7.92295 -7.99057 -1.14036 -3.54724	8.35127e-12    -9.95726
14.0121	  3.12313 -0.299614	  3.12394 -0.187586	 15.1219 -7.90896 -7.98073 -1.13411 -3.54185	1.19911e-11     -9.9629
14.0131	  3.12271 -0.299614	  3.12354 -0.187586	 15.1267 -7.89422 -7.97005 -1.12762  -3.5357	1.42802e-11     -9.9693
14.0141	  3.12234 -0.299614	  3.12315 -0.187586	 15.1333 -7.87475 -7.95649 -1.11877 -3.52963	1.59133e-11    -9.97634
14.0151	  3.12191 -0.299617	  3.12274 -0.187586	 15.1309   -7.874 -7.95296 -1.11882 -3.52407	1.81648e-11     -9.9741
14.0161	   3.1215 -0.299617	  3.12234 -0.187586	 15.1192 -7.91132 -7.97895 -1.13592 -3.52983	2.08107e-11     -9.9636
14.0171	  3.12116 -0.299618	  3.12197 -0.187586	 15.1192 -7.91132 -7.97895 -1.13592 -3.52983	2.37507e-11    -9.95516
14.0181	  3.12073 -0.299618	  3.12157 -0.187586	 15.1114 -7.93825 -7.99815  -1.1481 -3.53457	2.63867e-11    -9.94868
14.0191	  3.12033 -0.299619	  3.12118 -0.187586	 15.1031 -7.96467 -8.01617 -1.16043 -3.53691	2.79887e-11    -9.94405
14.0201	  3.11997 -0.299619	  3.12078 -0.187586	 15.0977 -7.98335 -8.02919 -1.16913 -3.53832	2.896e-11  -9.94116
14.0211	 3.11957 -0.29962	  3.12038 -0.187586	 15.0884 -8.00986 -8.04679 -1.17758 -3.53884	3.00247e-11    -9.93989
14.0221	 3.11918 -0.29962	  3.12001 -0.187586	  15.088 -8.01371 -8.04938 -1.17957 -3.53687	3.09459e-11    -9.94012
14.0231	  3.11879 -0.299621	  3.11962 -0.187586	 15.0895 -8.01184 -8.04833 -1.17887 -3.53423	3.19714e-11    -9.94173
14.0241	  3.11841 -0.299621	  3.11923 -0.187586	 15.0922 -8.00613 -8.04457 -1.17641 -3.53074	3.3462e-11    -9.9446
14.0251	  3.11802 -0.299622	  3.11884 -0.187586	  15.096 -7.99695 -8.03836 -1.17238 -3.52648	3.61084e-11     -9.9486
14.0261	  3.11764 -0.299622	  3.11846 -0.187586	 15.1007  -7.9847 -8.02995 -1.16694 -3.52154	3.84789e-11    -9.95362
14.0271	  3.11727 -0.299623	  3.11807 -0.187586	 15.1069 -7.96803 -8.01875 -1.15938 -3.51632	4.06641e-11    -9.95954
14.0281	  3.11689 -0.299623	  3.11768 -0.187586	 15.1131  -7.9506 -8.00668 -1.15157 -3.51027	4.27468e-11    -9.96624
14.0291	  3.11651 -0.299623	   3.1173 -0.187586	 15.1197 -7.93132 -7.99316 -1.14292 -3.50377	4.4654e-11   -9.97362
14.0301	  3.11611 -0.299624	  3.11692 -0.187586	 15.1295  -7.8517 -7.92126 -1.10438 -3.46907	4.66131e-11    -9.97908
14.0311	  3.11572 -0.299627	  3.11653 -0.187586	 15.1103 -7.94542 -7.99823 -1.14627  -3.4977	4.85494e-11    -9.97061
14.0321	  3.11534 -0.299627	  3.11613 -0.187586	 15.1103 -7.94542 -7.99823 -1.14627  -3.4977	5.02286e-11    -9.96159
14.0331	  3.11495 -0.299628	  3.11575 -0.187586	 15.1013 -7.97496 -8.01917 -1.15968 -3.50234	5.09037e-11    -9.95455
14.0341	  3.11459 -0.299629	  3.11539 -0.187586	 15.0938 -8.00034 -8.03702 -1.17131 -3.50558	5.14182e-11    -9.94941
14.0351	  3.11422 -0.299629	  3.11539 -0.187586	 15.0887 -8.01913 -8.05035 -1.17992 -3.50762	5.18943e-11    -9.94603
14.0361	 3.11384 -0.29963	  3.11462 -0.187586	 15.0853 -8.03256 -8.06004 -1.18612 -3.50841	5.21282e-11    -9.94431
14.0371	  3.11349 -0.299631	  3.11425 -0.187586	 15.0844 -8.04244 -8.06802 -1.19071 -3.50707	5.23553e-11    -9.94413
14.0381	  3.11309 -0.299631	  3.11386 -0.187586	 15.0844 -8.04244 -8.06802 -1.19071 -3.50707	5.22821e-11    -9.94537
14.0391	  3.11272 -0.299632	   3.1135 -0.187586	 15.0871  -8.0392 -8.06599 -1.18964 -3.50108	5.21231e-11    -9.94789
14.0401	  3.11234 -0.299633	  3.11313 -0.187586	 15.0848 -8.04051 -8.06529 -1.18664 -3.49742	5.20914e-11    -9.95159
14.0411	  3.11197 -0.299633	  3.11274 -0.187586	 15.0896 -8.02821 -8.05718 -1.18114 -3.49285	5.12443e-11    -9.95634
14.0421	  3.11163 -0.299634	  3.11238 -0.187586	 15.0957 -8.01243 -8.04653 -1.17401 -3.48777	5.05519e-11    -9.96202
14.0431	  3.11125 -0.299634	    3.112 -0.187586	 15.1016  -7.9961 -8.03522 -1.16674 -3.48181	4.94482e-11    -9.96852
14.0441	  3.11087 -0.299635	  3.11162 -0.187586	 15.1079 -7.97759 -8.02237 -1.15846  -3.4754	4.78486e-11    -9.97573
14.0451	  3.11051 -0.299635	  3.11126 -0.187586	 15.1152 -7.95651  -8.0077 -1.14896 -3.46875	4.52189e-11    -9.98353
14.0461	  3.11012 -0.299636	  3.11089 -0.187586	 15.1304 -7.86813 -7.93152 -1.10994 -3.43368	4.24689e-11    -9.98934
14.0471	  3.10976 -0.299639	  3.11052 -0.187586	 15.1304 -7.86813 -7.93152 -1.10994 -3.43368	3.93275e-11    -9.98116
14.0481	 3.10941 -0.29964	  3.11015 -0.187586	 15.1036 -7.98771 -8.02708 -1.16324 -3.46711	3.6153e-11   -9.97235
14.0491	 3.10904 -0.29964	  3.10978 -0.187586	 15.0962 -8.01229 -8.04445 -1.17441 -3.47032	3.34778e-11    -9.96547
14.0501	  3.10868 -0.299641	  3.10942 -0.187586	 15.0855 -8.03993 -8.06221 -1.18371 -3.47253	3.06042e-11    -9.96042
14.0511	  3.10832 -0.299642	  3.10905 -0.187586	 15.0855 -8.03993 -8.06221 -1.18371 -3.47253	2.83919e-11    -9.95709
14.0521	  3.10792 -0.299643	  3.10905 -0.187586	 15.0824 -8.05261 -8.07148 -1.18948 -3.47344	2.66985e-11    -9.95536
14.0531	  3.10756 -0.299644	  3.10831 -0.187586	 15.0794 -8.06359 -8.07905 -1.19471 -3.47266	2.60448e-11    -9.95512
14.0541	  3.10721 -0.299644	  3.10794 -0.187586	 15.0922 -8.05572 -8.07319 -1.19156 -3.46806	2.56926e-11    -9.95624
14.0551	  3.10703 -0.299645	   3.1076 -0.187586	 15.0951 -8.04146 -8.06209 -1.18438 -3.46621	2.53969e-11    -9.95853
14.0561	  3.10651 -0.299646	  3.10723 -0.187586	 15.0839 -8.04056 -8.05244 -1.18466 -3.45955	2.47478e-11    -9.96186
14.0571	  3.10621 -0.299647	  3.10687 -0.187586	 15.0843 -8.02567 -8.03881 -1.17767 -3.45601	2.3107e-11   -9.96612
14.0581	  3.10578 -0.299648	  3.10652 -0.187586	 15.0786  -8.0175 -8.02654 -1.17428 -3.45019	2.16656e-11    -9.97122
14.0591	  3.10542 -0.299648	  3.10616 -0.187586	 15.0776 -8.00183   -8.011 -1.16716  -3.4449	2.05301e-11    -9.97704
14.0601	   3.1051 -0.299649	   3.1058 -0.187586	 15.0746 -7.98908 -7.99698 -1.15837 -3.43994	2.03105e-11    -9.98349
14.0611	 3.10478 -0.29965	  3.10544 -0.187586	 15.0765 -7.96761 -7.97827 -1.14846 -3.43434	2.08089e-11    -9.99048
14.0621	  3.10436 -0.299651	  3.10509 -0.187586	 15.0734 -7.95215 -7.96119 -1.14171 -3.42711	2.09659e-11    -9.99791
14.0631	  3.10401 -0.299651	  3.10473 -0.187586	 15.0744 -7.93079 -7.94174 -1.13197 -3.42058	2.06561e-11    -10.0057
14.0641	  3.10368 -0.299652	  3.10437 -0.187586	 15.0768  -7.9069 -7.92114 -1.12097 -3.41421	2.04904e-11    -10.0138
14.0651	  3.10333 -0.299653	  3.10402 -0.187586	  15.078 -7.88437 -7.90086 -1.11068 -3.40739	2.07687e-11     -10.022
14.0661	  3.10294 -0.299656	  3.10365 -0.187586	  15.078 -7.88437 -7.90086 -1.11068 -3.40739	2.04204e-11    -10.0206
14.0671	  3.10262 -0.299657	  3.10331 -0.187586	 15.0697 -7.88139 -7.89129 -1.10944 -3.40202	1.95082e-11    -10.0106
14.0681	  3.10225 -0.299658	  3.10297 -0.187586	 15.0543 -7.91404 -7.91029  -1.1239 -3.40794	1.82562e-11    -10.0023
14.0691	  3.10193 -0.299659	  3.10262 -0.187586	 15.0273 -7.96535 -7.93796 -1.14677 -3.41551	1.64318e-11    -9.99563
14.0701	 3.10159 -0.29966	  3.10227 -0.187586	 15.0128  -7.9897 -7.94982 -1.15539 -3.41784	1.41855e-11     -9.9905
14.0711	  3.10123 -0.299661	  3.10191 -0.187586	 15.0032 -8.00387 -7.95578  -1.1617 -3.41891	1.20958e-11    -9.98684
14.0721	  3.10089 -0.299662	  3.10157 -0.187586	 14.9959 -8.01311 -7.95865 -1.16576 -3.41918	1.04941e-11    -9.98457
14.0731	  3.10055 -0.299662	  3.10122 -0.187586	 14.9898 -8.01868 -7.95894  -1.1682 -3.41851	9.54825e-12    -9.98358
14.0741	  3.10021 -0.299663	  3.10088 -0.187586	  14.985 -8.02057 -7.95674 -1.16898 -3.41704	9.61933e-12    -9.98379
14.0751	  3.09986 -0.299664	  3.10053 -0.187586	 14.9809 -8.01948 -7.95238 -1.16843 -3.41476	8.7999e-12    -9.9851
14.0761	  3.09953 -0.299665	  3.10019 -0.187586	 14.9787 -8.01464  -7.9457 -1.16616 -3.41193	7.20139e-12    -9.98742
14.0771	  3.09919 -0.299666	  3.09985 -0.187586	  14.977 -8.00739 -7.93724 -1.16282 -3.40845	4.65074e-12    -9.99064
14.0781	  3.09885 -0.299667	  3.09951 -0.187586	 14.9763 -7.99765  -7.9271 -1.15835 -3.40443	3.49317e-12    -9.99468
14.0791	   3.0985 -0.299667	  3.09916 -0.187586	 14.9763 -7.99765  -7.9271 -1.15835 -3.40443	2.42037e-12    -9.99945
14.0801	  3.09817 -0.299668	  3.09882 -0.187586	 14.9729 -7.97801 -7.90554 -1.14703 -3.39524	7.91041e-13    -10.0048
14.0811	  3.09785 -0.299669	  3.09849 -0.187586	 14.9743 -7.96228 -7.89138 -1.13981 -3.39005	-1.54038e-12     -10.0108
14.0821	  3.0975 -0.29967	  3.09815 -0.187586	 14.9754 -7.94623  -7.8767 -1.13251  -3.3844	-4.07454e-12     -10.0172
14.0831	 3.09717 -0.29967	  3.09781 -0.187586	 14.9747 -7.93594 -7.86628 -1.12773 -3.38033	-6.23576e-12     -10.0215
14.0841	  3.09681 -0.299673	  3.09748 -0.187586	 14.9747 -7.93594 -7.86628 -1.12773 -3.38033	-7.59911e-12     -10.0118
14.0851	   3.0965 -0.299674	  3.09748 -0.187586	 14.9609 -7.95798 -7.87555 -1.13774 -3.38034	-8.93327e-12     -10.0015
14.0861	  3.09618 -0.299675	  3.09681 -0.187586	 14.9348 -8.01989 -7.91341 -1.16519  -3.3909	-9.93661e-12     -9.99301
14.0871	  3.09583 -0.299676	  3.09646 -0.187586	 14.9238 -8.04357 -7.92703 -1.17575 -3.39398	-1.04974e-11     -9.98633
14.0881	  3.09551 -0.299677	  3.09614 -0.187586	 14.9154 -8.06122 -7.93678 -1.18356 -3.39607	-1.02716e-11     -9.98135
14.0891	  3.09517 -0.299678	  3.09581 -0.187586	 14.9082 -8.07491 -7.94362 -1.18967  -3.3969	-9.15297e-12     -9.97796
14.0901	  3.09487 -0.299679	  3.09548 -0.187586	 14.9002 -8.08807 -7.94944  -1.1933  -3.3972	-8.22795e-12     -9.97605
14.0911	 3.09453 -0.29968	  3.09515 -0.187586	 14.8962 -8.09251 -7.95008 -1.19524 -3.39616	-7.65073e-12     -9.97554
14.0921	   3.0942 -0.299681	  3.09481 -0.187586	 14.8936 -8.09305 -7.94805 -1.19544 -3.39426	-8.30454e-12      -9.9763
14.0931	  3.09388 -0.299682	  3.09449 -0.187586	 14.8927 -8.08941 -7.94327 -1.19372 -3.39169	-8.8854e-12    -9.97824
14.0941	  3.09357 -0.299683	  3.09417 -0.187586	 14.8928 -8.08263  -7.9363  -1.1906  -3.3884	-8.56321e-12     -9.98124
14.0951	  3.09323 -0.299684	  3.09383 -0.187586	 14.8932 -8.07371  -7.9277 -1.18655 -3.38435	-8.88915e-12     -9.98521
14.0961	  3.09292 -0.299685	  3.09351 -0.187586	 14.8951 -8.06134 -7.91688  -1.1809 -3.37988	-9.10167e-12     -9.99003
14.0971	  3.09261 -0.299686	  3.09319 -0.187586	 14.8951 -8.06134 -7.91688  -1.1809 -3.37988	-9.14154e-12      -9.9956
14.0981	  3.09229 -0.299686	  3.09287 -0.187586	  14.901  -8.0301 -7.89073 -1.16665 -3.36957	-8.75783e-12     -10.0018
14.0991	 3.09197 -0.29969	  3.09254 -0.187586	 14.9523 -7.66662 -7.56694 -1.00753 -3.22721	-8.3368e-12     -9.9988
14.1001	  3.09172 -0.299691	  3.09223 -0.187586	 14.8804 -8.07296 -7.91575 -1.18288 -3.37646	-8.91985e-12      -9.9873
14.1011	  3.09131 -0.299692	  3.09191 -0.187586	 14.8651 -8.10891 -7.93618 -1.19939 -3.37858	-1.03556e-11     -9.97753
14.1021	  3.09101 -0.299693	  3.09159 -0.187586	 14.8558 -8.13412 -7.95217 -1.21054 -3.38264	-1.17735e-11     -9.96979
14.1031	  3.09068 -0.299695	  3.09126 -0.187586	 14.8473 -8.15494 -7.96485 -1.21983 -3.38507	-1.38575e-11     -9.96398
14.1041	  3.09037 -0.299696	  3.09094 -0.187586	 14.8414 -8.16965 -7.97344 -1.22637 -3.38636	-1.60621e-11     -9.96002
14.1051	  3.09006 -0.299697	  3.09063 -0.187586	 14.8371 -8.17924 -7.97849 -1.23064 -3.38646	-1.70187e-11     -9.95777
14.1061	  3.08976 -0.299698	  3.09032 -0.187586	 14.8351 -8.18318 -7.97981 -1.23234 -3.38563	-1.76528e-11     -9.95712
14.1071	  3.08943 -0.299699	     3.09 -0.187586	 14.8337 -8.18373  -7.9786 -1.23258 -3.38363	-1.8484e-11    -9.95794
14.1081	3.08912 -0.2997	  3.08969 -0.187586	  14.834 -8.17959 -7.97426 -1.23069 -3.38084	-1.84175e-11     -9.96011
14.1091	   3.0888 -0.299701	  3.08937 -0.187586	  14.834 -8.17959 -7.97426 -1.23069 -3.38084	-1.84668e-11      -9.9635
14.1101	  3.08849 -0.299702	  3.08906 -0.187586	 14.8351 -8.17233 -7.96765 -1.22742 -3.37716	-1.86423e-11       -9.968
14.1111	   3.0882 -0.299703	  3.08875 -0.187586	 14.8384 -8.15178 -7.94943 -1.21587 -3.36826	-1.82766e-11     -9.97348
14.1121	   3.0879 -0.299704	  3.08844 -0.187586	 14.8428 -8.13499 -7.93625 -1.20828 -3.36276	-1.76381e-11     -9.97982
14.1131	  3.08756 -0.299705	  3.08814 -0.187586	 14.8428 -8.13499 -7.93625 -1.20828 -3.36276	-1.68819e-11     -9.98691
14.1141	  3.08731 -0.299705	  3.08784 -0.187586	 14.8467 -8.11764 -7.92232 -1.20053 -3.35649	-1.56657e-11     -9.99464
14.1151	  3.08701 -0.299706	  3.08753 -0.187586	 14.8598 -8.07186 -7.88769  -1.1797 -3.34378	-1.52005e-11     -10.0029
14.1161	  3.08668 -0.299707	  3.08723 -0.187586	 14.8649 -8.04981  -7.8704 -1.16979 -3.33656	-1.53011e-11     -10.0116
14.1171	  3.08637 -0.299708	  3.08693 -0.187586	 14.8649 -8.04981  -7.8704 -1.16979 -3.33656	-1.60917e-11       -10.02
14.1181	  3.08608 -0.299709	  3.08661 -0.187586	 14.8567 -8.03399 -7.85779 -1.16214 -3.33214	-1.64434e-11     -10.0256
14.1191	 3.08577 -0.29971	  3.08631 -0.187586	 14.8754 -8.00104  -7.8309 -1.14775 -3.32043	-1.67069e-11     -10.0311
14.1201	  3.08548 -0.299712	  3.08601 -0.187586	 14.8778 -7.98794 -7.82005 -1.14171 -3.31571	-1.71851e-11      -10.037
14.1211	   3.0852 -0.299713	  3.08572 -0.187586	 14.8819 -7.96096 -7.79683  -1.1273  -3.3057	-1.76708e-11     -10.0433
14.1221	   3.0849 -0.299714	  3.08541 -0.187586	 14.8854 -7.94414 -7.78337 -1.11956 -3.30025	-1.66546e-11     -10.0499
14.1231	  3.08458 -0.299717	  3.08511 -0.187586	 14.8854 -7.94414 -7.78337 -1.11956 -3.30025	-1.55752e-11     -10.0469
14.1241	  3.08432 -0.299718	  3.08481 -0.187586	 14.8658 -7.99146 -7.81213 -1.14024 -3.30628	-1.53703e-11     -10.0354
14.1251	 3.08404 -0.29972	  3.08452 -0.187586	 14.8547 -8.02123 -7.83233 -1.15311 -3.31226	-1.49732e-11     -10.0257
14.1261	  3.08374 -0.299721	  3.08423 -0.187586	 14.8435 -8.05185 -7.85119 -1.16679  -3.3157	-1.44504e-11     -10.0178
14.1271	  3.08344 -0.299722	  3.08393 -0.187586	 14.8352 -8.07416 -7.86543 -1.17657 -3.31869	-1.42001e-11     -10.0115
14.1281	  3.08315 -0.299723	  3.08363 -0.187586	 14.8287 -8.09159 -7.87635 -1.18418 -3.32062	-1.44126e-11     -10.0068
14.1291	  3.08288 -0.299724	  3.08335 -0.187586	 14.8239 -8.10691 -7.88728 -1.19071 -3.32351	-1.37173e-11     -10.0035
14.1301	  3.08258 -0.299725	  3.08306 -0.187586	 14.8177 -8.11742 -7.89121 -1.19361 -3.32172	-1.23707e-11     -10.0017
14.1311	   3.0823 -0.299726	  3.08276 -0.187586	 14.8177 -8.11742 -7.89121 -1.19361 -3.32172	-1.02644e-11     -10.0012
14.1321	    3.082 -0.299727	  3.08247 -0.187586	 14.8159 -8.12148  -7.8931 -1.19524 -3.32098	-9.04153e-12     -10.0019
14.1331	  3.08172 -0.299729	   3.0822 -0.187586	 14.8151 -8.12054 -7.89037 -1.19458 -3.31683	-8.46373e-12     -10.0037
14.1341	 3.08144 -0.29973	  3.08191 -0.187586	 14.8165 -8.11486 -7.88548 -1.19189 -3.31384	-9.41422e-12     -10.0064
14.1351	  3.08116 -0.299731	  3.08163 -0.187586	 14.8187 -8.10661 -7.87879 -1.18806 -3.31024	-1.07295e-11     -10.0101
14.1361	  3.08088 -0.299732	  3.08133 -0.187586	  14.822 -8.09528 -7.87007 -1.18282 -3.30624	-1.11521e-11     -10.0146
14.1371	  3.08058 -0.299733	  3.08105 -0.187586	 14.8244 -8.08497 -7.86133 -1.17819 -3.30119	-1.14683e-11     -10.0198
14.1381	  3.08032 -0.299734	  3.08078 -0.187586	 14.8293 -8.06843 -7.84932 -1.17053 -3.29663	-1.08015e-11     -10.0255
14.1391	  3.08005 -0.299735	  3.08048 -0.187586	 14.8342 -8.05167 -7.83674 -1.16284 -3.29146	-8.37167e-12     -10.0319
14.1401	  3.07975 -0.299736	  3.08021 -0.187586	 14.8358  -8.0395 -7.82623 -1.15551 -3.28596	-5.9091e-12    -10.0386
14.1411	  3.07949 -0.299737	  3.07993 -0.187586	 14.8414 -8.02031 -7.81187 -1.14671 -3.28033	-4.20358e-12     -10.0457
14.1421	  3.07921 -0.299738	  3.07966 -0.187586	 14.8463 -8.00172  -7.7977 -1.13823 -3.27431	-2.80358e-12      -10.053
14.1431	  3.07891 -0.299739	  3.07938 -0.187586	 14.8512 -7.98263 -7.78324 -1.12951 -3.26819	-1.02422e-12     -10.0606
14.1441	  3.07867 -0.299742	  3.07909 -0.187586	  14.9044  -7.62235  -7.46427 -0.972502  -3.12849	1.03503e-12    -10.0585
14.1451	  3.07839 -0.299744	  3.07882 -0.187586	 14.8358  -8.0194 -7.80528 -1.14506 -3.27255	3.38444e-12    -10.0475
14.1461	  3.07812 -0.299745	  3.07855 -0.187586	 14.8253 -8.04765 -7.82335 -1.15742 -3.27621	7.05064e-12     -10.038
