Timestep 	 x[2] 	 x_desired[2] 	 command torques[5] 	 f contact[2]
13.7681	  3.23546 -0.299886	  3.23778 -0.187586	  15.4031  -7.21079  -7.74371 -0.834004  -4.10316	-4.27383e-11     -9.90371
13.7691	  3.23493 -0.299883	  3.23677 -0.187586	  15.4082  -7.19223    -7.729 -0.825776  -4.09666	-4.71812e-11     -9.91076
13.7701	  3.23443 -0.299882	  3.23627 -0.187586	 15.4118 -7.17679 -7.71489 -0.81945 -4.08884	-5.11735e-11     -9.90862
13.7711	  3.23393 -0.299879	  3.23577 -0.187586	  15.4004  -7.18721   -7.7143 -0.819101   -4.0832	-5.47392e-11     -9.89826
13.7721	  3.23344 -0.299876	  3.23527 -0.187586	  15.3886  -7.22321   -7.7384 -0.836876  -4.08937	-5.81881e-11     -9.88997
13.7731	  3.23294 -0.299873	  3.23476 -0.187586	  15.3792  -7.25217  -7.75758 -0.851296  -4.09386	-6.19438e-11     -9.88364
13.7741	  3.23244 -0.299869	  3.23426 -0.187586	   15.372  -7.27471  -7.77228 -0.862658  -4.09686	-6.57263e-11     -9.87915
13.7751	  3.23199 -0.299867	  3.23376 -0.187586	  15.3667  -7.29124  -7.78277 -0.871154  -4.09846	-6.80759e-11     -9.87639
13.7761	  3.23145 -0.299863	  3.23326 -0.187586	   15.366  -7.29501  -7.78636 -0.873007  -4.09991	-7.02944e-11     -9.87525
13.7771	 3.23095 -0.29986	  3.23276 -0.187586	  15.3614  -7.30821  -7.79239 -0.880502  -4.09782	-7.21606e-11      -9.8756
13.7781	  3.23045 -0.299857	  3.23226 -0.187586	  15.3611  -7.30929  -7.79197 -0.881641  -4.09579	-7.37702e-11     -9.87731
13.7791	  3.22996 -0.299854	  3.23176 -0.187586	 15.3621   -7.306 -7.78844  -0.8807 -4.09273	-7.5586e-11    -9.88028
13.7801	  3.22946 -0.299851	  3.23125 -0.187586	  15.3643   -7.2988   -7.7821 -0.877902  -4.08874	-7.71419e-11     -9.88437
13.7811	  3.22901 -0.299848	  3.23075 -0.187586	  15.3578  -7.30408  -7.78125 -0.874965  -4.08446	-7.7869e-11    -9.88946
13.7821	  3.22852 -0.299845	  3.23025 -0.187586	 15.3646 -7.28361 -7.76731 -0.86534 -4.07991	-7.80947e-11     -9.89545
13.7831	  3.22802 -0.299842	  3.22974 -0.187586	  15.3694  -7.26711  -7.75423 -0.858113   -4.0737	-7.70884e-11     -9.90221
13.7841	  3.22752 -0.299839	  3.22925 -0.187586	  15.3753  -7.24732  -7.73904 -0.849256  -4.06706	-7.51662e-11     -9.90717
13.7851	  3.22703 -0.299838	  3.22875 -0.187586	 15.3784 -7.23535 -7.72873 -0.84426 -4.06146	-7.34292e-11     -9.89842
13.7861	  3.22651 -0.299835	  3.22825 -0.187586	  15.3708  -7.24979  -7.73448 -0.852161  -4.05978	-7.15859e-11     -9.88929
13.7871	  3.22602 -0.299832	  3.22775 -0.187586	  15.3597  -7.28404  -7.75695 -0.869195  -4.06462	-6.97149e-11     -9.88221
13.7881	  3.22549 -0.299829	  3.22725 -0.187586	  15.3515  -7.30989  -7.77398 -0.882113   -4.0681	-6.73813e-11     -9.87707
13.7891	  3.22499 -0.299827	  3.22675 -0.187586	   15.344  -7.33321  -7.78822 -0.894134  -4.06949	-6.51126e-11     -9.87375
13.7901	  3.22455 -0.299824	  3.22625 -0.187586	  15.3401  -7.34627  -7.79643 -0.900941  -4.07018	-6.30038e-11     -9.87213
13.7911	  3.22405 -0.299821	  3.22575 -0.187586	  15.3306  -7.36377  -7.80627 -0.903185  -4.07116	-6.13602e-11     -9.87209
13.7921	  3.22355 -0.299818	  3.22524 -0.187586	    15.33  -7.36641  -7.80708 -0.905049  -4.06936	-5.97715e-11      -9.8735
13.7931	  3.22306 -0.299816	  3.22475 -0.187586	  15.3329  -7.35832  -7.79919 -0.902441  -4.06262	-5.82741e-11     -9.87623
13.7941	  3.22257 -0.299813	  3.22425 -0.187586	  15.3329  -7.35832  -7.79919 -0.902441  -4.06262	-5.74013e-11     -9.88017
13.7951	 3.22207 -0.29981	  3.22375 -0.187586	  15.3403  -7.33528  -7.78058 -0.892736  -4.05237	-5.54262e-11     -9.88517
13.7961	  3.22158 -0.299807	  3.22325 -0.187586	  15.3454  -7.31892  -7.76783 -0.885562  -4.04621	-5.23137e-11     -9.89113
13.7971	  3.22108 -0.299804	  3.22275 -0.187586	   15.351  -7.30038  -7.75338 -0.877379   -4.0394	-4.95434e-11     -9.89792
13.7981	  3.22059 -0.299804	  3.22225 -0.187586	  15.3497  -7.29513  -7.74538 -0.875897  -4.03308	-4.77514e-11     -9.89566
13.7991	  3.22003 -0.299801	  3.22173 -0.187586	   15.336  -7.33731  -7.77264 -0.896926  -4.03821	-4.63974e-11     -9.88531
13.8001	  3.21955 -0.299798	  3.22123 -0.187586	   15.318  -7.38065   -7.7994 -0.911838  -4.04319	-4.52618e-11     -9.87717
13.8011	  3.21909 -0.299796	  3.22076 -0.187586	  15.3123  -7.40035  -7.81298 -0.921565  -4.04624	-4.422e-11   -9.87111
13.8021	  3.21859 -0.299793	  3.22024 -0.187586	  15.3083  -7.41454  -7.82257 -0.928782  -4.04764	-4.30474e-11     -9.86701
13.8031	 3.21805 -0.29979	  3.21974 -0.187586	  15.3035  -7.43003  -7.83107 -0.937161  -4.04652	-4.15748e-11     -9.86475
13.8041	  3.21756 -0.299788	  3.21924 -0.187586	  15.3025  -7.43447  -7.83333 -0.939867  -4.04507	-4.0545e-11     -9.8642
13.8051	  3.21706 -0.299785	  3.21876 -0.187586	  15.3022  -7.43639  -7.83308 -0.941554  -4.04209	-3.97768e-11     -9.86521
13.8061	  3.21661 -0.299783	  3.21825 -0.187586	  15.3072  -7.42359   -7.8253 -0.935506  -4.03966	-3.85547e-11     -9.86766
13.8071	 3.21612 -0.29978	  3.21775 -0.187586	  15.3109  -7.41319  -7.81734 -0.931087  -4.03524	-3.7381e-11    -9.87142
13.8081	  3.21563 -0.299777	  3.21725 -0.187586	 15.3152 -7.40032 -7.80725 -0.92558 -4.02979	-3.67055e-11     -9.87635
13.8091	  3.21509 -0.299775	  3.21677 -0.187586	  15.317 -7.39291 -7.79853 -0.92332  -4.0222	-3.52883e-11     -9.88232
13.8101	  3.21465 -0.299772	  3.21626 -0.187586	   15.317  -7.38105  -7.78821 -0.911927  -4.01714	-3.26986e-11      -9.8892
13.8111	  3.21411 -0.299769	  3.21576 -0.187586	  15.3213  -7.36524  -7.77432 -0.905459  -4.00878	-2.95056e-11     -9.89688
13.8121	  3.21362 -0.299769	  3.21526 -0.187586	  15.3213  -7.35648  -7.76397 -0.902261   -4.0017	-2.60327e-11     -9.89545
13.8131	  3.21317 -0.299767	  3.21479 -0.187586	   15.312  -7.38709  -7.78561 -0.916995  -4.00778	-2.19335e-11     -9.88589
13.8141	   3.2127 -0.299765	  3.21429 -0.187586	  15.3048  -7.41111  -7.80234 -0.928729   -4.0118	-1.91819e-11     -9.87848
13.8151	  3.21219 -0.299762	  3.21379 -0.187586	 15.2978 -7.43376 -7.81672 -0.94021 -4.01348	-1.71838e-11     -9.87311
13.8161	  3.2117 -0.29976	   3.2133 -0.187586	  15.2938  -7.44768  -7.82571 -0.947363  -4.01417	-1.55966e-11     -9.86965
13.8171	  3.21121 -0.299757	   3.2128 -0.187586	  15.2916  -7.45584  -7.83067 -0.951789  -4.01356	-1.39625e-11     -9.86798
13.8181	  3.21072 -0.299755	  3.21231 -0.187586	  15.2915   -7.4579  -7.83156 -0.953264  -4.01188	-1.25579e-11     -9.86796
13.8191	  3.21025 -0.299753	  3.21181 -0.187586	  15.2932   -7.4542  -7.82862 -0.951948  -4.00923	-1.14472e-11     -9.86946
13.8201	 3.20971 -0.29975	  3.21132 -0.187586	  15.2835  -7.46988  -7.83393 -0.954432  -4.00478	-9.82588e-12     -9.87235
13.8211	  3.20925 -0.299748	  3.21082 -0.187586	  15.2886  -7.45587  -7.82418 -0.948096  -4.00053	-8.7209e-12    -9.87649
13.8221	  3.20873 -0.299745	  3.21033 -0.187586	  15.2916    -7.446  -7.81522 -0.944293  -3.99421	-7.8755e-12    -9.88175
13.8231	  3.20827 -0.299743	  3.20983 -0.187586	  15.2984  -7.42577  -7.80089 -0.935032  -3.98839	-7.34532e-12     -9.88801
13.8241	  3.20778 -0.299741	  3.20934 -0.187586	  15.3045  -7.40627  -7.78607 -0.926372  -3.98138	-7.56195e-12     -9.89515
13.8251	  3.20729 -0.299738	  3.20885 -0.187586	  15.3114  -7.38402  -7.76936 -0.916377  -3.97392	-8.99797e-12     -9.90303
13.8261	  3.20677 -0.299738	  3.20835 -0.187586	  15.3096  -7.37922  -7.76071 -0.915343  -3.96601	-1.09492e-11     -9.90176
13.8271	  3.20631 -0.299736	  3.20786 -0.187586	  15.3003  -7.40951  -7.78219 -0.929866  -3.97197	-1.22945e-11     -9.89233
13.8281	  3.20582 -0.299734	  3.20736 -0.187586	  15.2919  -7.43637  -7.80016 -0.943092  -3.97547	-1.31733e-11     -9.88501
13.8291	  3.20534 -0.299732	  3.20687 -0.187586	  15.2861  -7.45569  -7.81315 -0.952676  -3.97768	-1.30937e-11     -9.87969
13.8301	 3.20482 -0.29973	  3.20638 -0.187586	   15.271  -7.48942  -7.83188 -0.963494  -3.97821	-1.19443e-11     -9.87626
13.8311	  3.20433 -0.299728	  3.20588 -0.187586	   15.271  -7.48942  -7.83188 -0.963494  -3.97821	-1.00505e-11     -9.87458
13.8321	  3.20382 -0.299726	  3.20537 -0.187586	  15.2682  -7.50061  -7.83843 -0.969836  -3.97582	-8.508e-12   -9.87453
13.8331	  3.20335 -0.299723	  3.20488 -0.187586	  15.2701   -7.4966  -7.83549 -0.968297  -3.97335	-7.62747e-12     -9.87597
13.8341	  3.20287 -0.299721	  3.20441 -0.187586	  15.2712  -7.49367  -7.83179 -0.967656  -3.96903	-7.31772e-12     -9.87879
13.8351	  3.20235 -0.299719	  3.20391 -0.187586	  15.2735  -7.48657  -7.82529 -0.965042  -3.96382	-6.63554e-12     -9.88284
13.8361	  3.20185 -0.299717	  3.20341 -0.187586	  15.2735  -7.48657  -7.82529 -0.965042  -3.96382	-6.25438e-12     -9.88799
13.8371	  3.20138 -0.299715	  3.20293 -0.187586	  15.2829  -7.45722  -7.80275 -0.952265  -3.95198	-5.62802e-12     -9.89413
13.8381	   3.2009 -0.299712	  3.20245 -0.187586	  15.2888  -7.43839  -7.78843 -0.943905  -3.94513	-4.77485e-12     -9.90113
13.8391	  3.2004 -0.29971	  3.20194 -0.187586	  15.3056     -7.34  -7.70244 -0.899938  -3.90659	-4.09979e-12     -9.90639
13.8401	 3.19991 -0.29971	  3.20145 -0.187586	  15.3056     -7.34  -7.70244 -0.899938  -3.90659	-3.07315e-12     -9.89793
13.8411	  3.19944 -0.299708	  3.20097 -0.187586	  15.2666  -7.48586  -7.81316 -0.962162  -3.94296	-1.41532e-12     -9.88906
13.8421	  3.19898 -0.299706	  3.20049 -0.187586	  15.2601    -7.508   -7.8287 -0.972882  -3.94652	-7.12115e-13     -9.88231
13.8431	  3.19846 -0.299704	  3.19999 -0.187586	 15.2531 -7.53041 -7.84275 -0.98425 -3.94744	-7.64502e-13     -9.87755
13.8441	  3.19798 -0.299703	   3.1995 -0.187586	  15.2504  -7.54098  -7.85003 -0.989602  -3.94799	-5.56675e-13     -9.87467
13.8451	  3.19755 -0.299701	  3.19901 -0.187586	 15.2511  -7.5419 -7.85157 -0.99011 -3.94796	-5.48522e-13     -9.87354
13.8461	  3.19705 -0.299699	  3.19853 -0.187586	  15.2499   -7.5468   -7.8535 -0.993172  -3.94523	-1.2919e-12    -9.87402
13.8471	  3.19656 -0.299697	  3.19804 -0.187586	  15.2515  -7.54321   -7.8505 -0.991958  -3.94207	-2.971e-12   -9.87598
13.8481	  3.19608 -0.299695	  3.19756 -0.187586	   15.254  -7.53652  -7.84492 -0.989366  -3.93774	-4.83881e-12     -9.87929
13.8491	  3.19559 -0.299693	  3.19703 -0.187586	   15.259  -7.52237  -7.83515 -0.983008  -3.93313	-6.53536e-12     -9.88381
13.8501	  3.19512 -0.299691	  3.19656 -0.187586	  15.2547   -7.5233  -7.83179 -0.978413  -3.92763	-9.55493e-12     -9.88942
13.8511	 3.19466 -0.29969	   3.1961 -0.187586	  15.2607  -7.50528  -7.81835 -0.970383  -3.92121	-1.36917e-11     -9.89599
13.8521	  3.19416 -0.299691	  3.19559 -0.187586	  15.3329  -7.01713  -7.38313 -0.751943  -3.72959	-1.74064e-11     -9.89359
13.8531	  3.19364 -0.299689	  3.19511 -0.187586	  15.2449  -7.55039   -7.8463 -0.992774  -3.92399	-2.12781e-11     -9.88295
13.8541	  3.19319 -0.299688	  3.19464 -0.187586	 15.2378 -7.57269 -7.86106 -1.00365 -3.92666	-2.45741e-11     -9.87416
13.8551	  3.19272 -0.299686	  3.19414 -0.187586	 15.2318 -7.59417 -7.87645 -1.01404 -3.93003	-2.77341e-11     -9.86758
13.8561	   3.1922 -0.299684	  3.19366 -0.187586	 15.2251 -7.61656 -7.89043 -1.02543 -3.93054	-3.06988e-11     -9.86312
13.8571	  3.19176 -0.299683	  3.19318 -0.187586	 15.2242 -7.62338 -7.89589 -1.02883 -3.93115	-3.33282e-11     -9.86064
13.8581	  3.19127 -0.299681	   3.1927 -0.187586	 15.2228 -7.63008 -7.89975  -1.0326 -3.92946	-3.48476e-11     -9.86001
13.8591	  3.19081 -0.299679	  3.19222 -0.187586	 15.2247 -7.62736 -7.89805 -1.03165 -3.92723	-3.4853e-11    -9.86107
13.8601	  3.19032 -0.299678	  3.19172 -0.187586	 15.2177 -7.63806 -7.90189 -1.03164 -3.92377	-3.42084e-11     -9.86369
13.8611	  3.18985 -0.299676	  3.19124 -0.187586	 15.2221 -7.62673 -7.89386  -1.0267 -3.91928	-3.30334e-11     -9.86772
13.8621	  3.18935 -0.299674	  3.19077 -0.187586	 15.2257 -7.61656 -7.88524 -1.02268 -3.91303	-3.11855e-11     -9.87302
13.8631	   3.1889 -0.299672	  3.19027 -0.187586	 15.2328 -7.59642  -7.8713 -1.01351 -3.90708	-2.8969e-11    -9.87945
13.8641	   3.1884 -0.299671	   3.1898 -0.187586	 15.2328 -7.59642  -7.8713 -1.01351 -3.90708	-2.67141e-11     -9.88686
13.8651	  3.18792 -0.299669	  3.18932 -0.187586	 15.2383 -7.57933 -7.85779  -1.0062 -3.89941	-2.36426e-11     -9.89514
13.8661	  3.18744 -0.299667	  3.18884 -0.187586	  15.2533   -7.5322  -7.82279 -0.985103  -3.88322	-2.03305e-11     -9.90413
13.8671	    3.187 -0.299665	  3.18836 -0.187586	   15.263  -7.50217  -7.80161 -0.971239  -3.87515	-1.69695e-11     -9.91374
13.8681	  3.18649 -0.299664	  3.18784 -0.187586	   15.263  -7.50217  -7.80161 -0.971239  -3.87515	-1.27671e-11     -9.92135
13.8691	  3.18604 -0.299664	  3.18737 -0.187586	  15.2639  -7.48684  -7.78558 -0.965234  -3.86371	-8.65258e-12       -9.915
13.8701	  3.18554 -0.299663	  3.18689 -0.187586	  15.2639  -7.48684  -7.78558 -0.965234  -3.86371	-5.91044e-12     -9.90798
13.8711	   3.1851 -0.299662	  3.18643 -0.187586	 15.2461 -7.52846 -7.81056 -0.97966 -3.86694	-3.52101e-12     -9.90283
13.8721	 3.18462 -0.29966	  3.18595 -0.187586	  15.2401  -7.54782  -7.82359 -0.989068  -3.86912	-1.45371e-12     -9.89946
13.8731	  3.18415 -0.299659	  3.18547 -0.187586	  15.2358  -7.56203  -7.83292 -0.996141  -3.86981	-7.78015e-14     -9.89773
13.8741	  3.18369 -0.299658	    3.185 -0.187586	 15.2326 -7.57398 -7.84034 -1.00251 -3.86788	1.19435e-12    -9.89753
13.8751	  3.18321 -0.299656	    3.185 -0.187586	 15.2326 -7.57398 -7.84034 -1.00251 -3.86788	3.60051e-12    -9.89875
13.8761	  3.18274 -0.299655	  3.18452 -0.187586	 15.2327 -7.57408 -7.83967 -1.00302 -3.86517	5.9147e-12   -9.90125
13.8771	  3.18227 -0.299653	  3.18404 -0.187586	 15.2342 -7.56993 -7.83601 -1.00153 -3.86155	7.33131e-12    -9.90492
13.8781	  3.18179 -0.299652	  3.18356 -0.187586	  15.2368   -7.5621  -7.82973 -0.998316  -3.85708	7.46038e-12    -9.90964
13.8791	 3.18132 -0.29965	  3.18308 -0.187586	  15.2404  -7.55099  -7.82106 -0.993558  -3.85185	6.98858e-12    -9.91529
13.8801	  3.18085 -0.299649	  3.18261 -0.187586	  15.2448  -7.53708  -7.81038 -0.987499  -3.84595	5.79872e-12    -9.92175
13.8811	  3.18037 -0.299647	  3.18166 -0.187586	  15.2412  -7.53487    -7.805 -0.981467  -3.83996	3.68961e-12    -9.92891
13.8821	  3.17989 -0.299646	  3.18166 -0.187586	 15.2465 -7.51706 -7.79127 -0.97363 -3.83284	1.59024e-12    -9.93668
13.8832	  3.17946 -0.299647	  3.18071 -0.187586	  15.2521   -7.4977  -7.77631 -0.965088  -3.82526	3.14665e-13    -9.93516
13.8841	  3.17893 -0.299646	  3.18023 -0.187586	 15.3138 -7.08551 -7.41081 -0.78063 -3.66545	-1.43268e-12     -9.92514
13.8851	  3.17845 -0.299645	  3.18023 -0.187586	  15.2379   -7.5302  -7.79386 -0.981267  -3.82448	-3.511e-12   -9.91674
13.8861	  3.17802 -0.299644	  3.17928 -0.187586	  15.2285  -7.56046  -7.81456 -0.995791  -3.82858	-5.77415e-12     -9.90968
13.8871	  3.17756 -0.299643	  3.17881 -0.187586	 15.2226 -7.58132 -7.83005 -1.00552 -3.83291	-8.18664e-12     -9.90108
13.8881	  3.17708 -0.299642	  3.17834 -0.187586	 15.2134 -7.60948 -7.84883 -1.01909 -3.83622	-1.12326e-11     -9.89402
13.8891	  3.17661 -0.299641	  3.17786 -0.187586	  15.205  -7.6372 -7.86754 -1.03254 -3.83931	-1.49104e-11     -9.88899
13.8901	 3.17615 -0.29964	  3.17739 -0.187586	 15.1995 -7.65689 -7.88101 -1.04214 -3.84115	-1.82585e-11     -9.88586
13.8911	  3.17569 -0.299638	  3.17692 -0.187586	 15.1878 -7.68331 -7.89672 -1.04932 -3.84233	-2.00919e-11      -9.8845
13.8921	  3.17522 -0.299637	  3.17645 -0.187586	 15.1861  -7.6911 -7.90186 -1.05338 -3.84145	-2.05088e-11     -9.88478
13.8931	  3.17475 -0.299636	  3.17598 -0.187586	 15.1861  -7.6937 -7.90336 -1.05502 -3.83939	-1.98335e-11     -9.88658
13.8941	  3.17429 -0.299635	  3.17551 -0.187586	 15.1875  -7.6916  -7.9015 -1.05448 -3.83624	-1.84389e-11     -9.88974
13.8951	  3.17382 -0.299634	  3.17504 -0.187586	 15.1903 -7.68521 -7.89659 -1.05194 -3.83209	-1.70969e-11     -9.89416
13.8961	  3.17336 -0.299633	  3.17457 -0.187586	 15.1942  -7.6749 -7.88894 -1.04755 -3.82713	-1.5322e-11    -9.89968
13.8971	  3.17289 -0.299631	   3.1741 -0.187586	 15.1991 -7.66115 -7.87874 -1.04158 -3.82129	-1.29942e-11     -9.90619
13.8981	 3.17243 -0.29963	  3.17363 -0.187586	 15.2049 -7.64432 -7.86633 -1.03416 -3.81476	-1.04849e-11     -9.91355
13.8991	  3.17195 -0.299629	  3.17316 -0.187586	 15.2113 -7.62495 -7.85204 -1.02556 -3.80762	-8.05205e-12     -9.92164
13.9001	  3.17148 -0.299628	   3.1727 -0.187586	 15.2177 -7.60467 -7.83671 -1.01662 -3.79975	-6.07068e-12     -9.93034
13.9011	  3.17102 -0.299627	   3.1727 -0.187586	 15.2167 -7.59504 -7.82632 -1.00735 -3.79211	-3.46381e-12     -9.93708
13.9021	  3.17057 -0.299628	  3.17176 -0.187586	 15.2222 -7.57749 -7.81321 -0.99952 -3.78558	-5.99633e-13      -9.9299
13.9031	   3.1701 -0.299627	   3.1713 -0.187586	 15.2164 -7.58702 -7.81646 -1.00452 -3.78292	2.50342e-12    -9.92218
13.9041	  3.16964 -0.299626	  3.17083 -0.187586	 15.2068 -7.61697 -7.83658 -1.01889 -3.78656	5.63323e-12    -9.91636
13.9051	  3.16918 -0.299625	  3.17036 -0.187586	 15.1999 -7.63946 -7.85186  -1.0297 -3.78902	9.68256e-12    -9.91233
13.9061	  3.16873 -0.299624	   3.1699 -0.187586	  15.195 -7.65608 -7.86309 -1.03778  -3.7902	1.44332e-11    -9.90998
13.9071	  3.16825 -0.299623	  3.16944 -0.187586	 15.1923 -7.66606 -7.86998 -1.04269 -3.79036	1.99827e-11    -9.90919
13.9081	  3.16775 -0.299622	  3.16897 -0.187586	 15.1902  -7.6738 -7.87464 -1.04676 -3.78892	2.50481e-11    -9.90985
13.9091	  3.16734 -0.299622	  3.16851 -0.187586	 15.1881 -7.68058 -7.87777 -1.05064 -3.78581	2.99651e-11    -9.91183
13.9101	  3.16689 -0.299621	  3.16805 -0.187586	 15.1914 -7.67302 -7.87322 -1.04713 -3.78349	3.48088e-11    -9.91501
13.9111	 3.16637 -0.29962	  3.16758 -0.187586	 15.1861 -7.67892 -7.87449 -1.04496 -3.78014	3.99383e-11    -9.91928
13.9121	  3.16596 -0.299619	  3.16712 -0.187586	 15.1869 -7.67572 -7.87019  -1.0443 -3.77419	4.47209e-11    -9.92451
13.9131	   3.1655 -0.299618	  3.16666 -0.187586	 15.1932 -7.65799 -7.85836 -1.03606 -3.76954	4.88542e-11     -9.9306
13.9141	  3.16504 -0.299617	   3.1662 -0.187586	 15.1983 -7.64252 -7.84691 -1.02922 -3.76345	5.32314e-11    -9.93743
13.9151	  3.16459 -0.299616	  3.16574 -0.187586	 15.2037 -7.62555 -7.83415 -1.02173  -3.7567	5.79618e-11    -9.94242
13.9161	  3.16409 -0.299617	  3.16528 -0.187586	 15.2075 -7.61346 -7.82504 -1.01641 -3.75149	6.25403e-11    -9.93364
13.9171	  3.16363 -0.299617	  3.16482 -0.187586	 15.1975 -7.63551   -7.836 -1.02757 -3.74944	6.6523e-11   -9.92443
13.9181	  3.16324 -0.299616	  3.16436 -0.187586	 15.1872 -7.66863 -7.85884 -1.04323 -3.75437	6.98678e-11    -9.91726
13.9191	  3.16278 -0.299615	   3.1639 -0.187586	15.1818 -7.6889 -7.8742 -1.0525 -3.7589	7.24179e-11    -9.91202
13.9201	  3.16231 -0.299615	  3.16344 -0.187586	  15.163 -7.73893 -7.90572  -1.0714  -3.7618	7.43962e-11    -9.90859
13.9211	  3.16186 -0.299614	  3.16299 -0.187586	 15.1608 -7.74788 -7.91177 -1.07587 -3.76129	7.57163e-11    -9.90686
13.9221	  3.16142 -0.299613	  3.16253 -0.187586	  15.161 -7.75028 -7.91362 -1.07721 -3.75994	7.6601e-11   -9.90669
13.9231	  3.16096 -0.299612	  3.16208 -0.187586	 15.1615 -7.75069 -7.91348  -1.0778 -3.75712	7.70655e-11    -9.90797
13.9241	  3.16051 -0.299612	  3.16162 -0.187586	 15.1632 -7.74706 -7.91046 -1.07652 -3.75337	7.68233e-11    -9.91058
13.9251	  3.16005 -0.299611	  3.16117 -0.187586	 15.1664   -7.739 -7.90447 -1.07314  -3.7489	7.58455e-11    -9.91438
13.9261	 3.15957 -0.29961	  3.16071 -0.187586	 15.1694 -7.73046 -7.89744 -1.06973  -3.7432	7.41356e-11    -9.91925
13.9271	  3.15915 -0.299609	  3.16026 -0.187586	 15.1757 -7.71292 -7.88546 -1.06171 -3.73791	7.21468e-11    -9.92508
13.9281	  3.15868 -0.299609	  3.15981 -0.187586	 15.1802 -7.69892 -7.87449 -1.05576 -3.73098	6.92861e-11    -9.93174
13.9291	 3.15822 -0.29961	  3.15935 -0.187586	  15.179 -7.69568 -7.86905 -1.05481 -3.72525	6.5988e-11   -9.92932
13.9301	 3.15778 -0.29961	   3.1589 -0.187586	 15.1599 -7.74565 -7.90139 -1.07329 -3.73162	6.32347e-11    -9.91879
13.9311	  3.15736 -0.299609	  3.15845 -0.187586	 15.1523 -7.77229 -7.92056 -1.08571 -3.73625	6.05474e-11    -9.91048
13.9321	   3.1569 -0.299609	  3.15798 -0.187586	 15.1461 -7.79425 -7.93615 -1.09611 -3.73901	5.71651e-11    -9.90427
13.9331	  3.15646 -0.299608	  3.15754 -0.187586	 15.1417  -7.8109 -7.94773 -1.10413 -3.74024	5.38968e-11    -9.90004
13.9341	  3.15603 -0.299608	   3.1571 -0.187586	 15.1394 -7.82138  -7.9551 -1.10927 -3.74022	5.03548e-11    -9.89766
13.9351	  3.15558 -0.299607	  3.15665 -0.187586	 15.1388 -7.82667 -7.95882 -1.11204 -3.73893	4.69108e-11    -9.89699
13.9361	  3.15513 -0.299607	   3.1562 -0.187586	 15.1393 -7.82788  -7.9595 -1.11299 -3.73638	4.45783e-11    -9.89792
13.9371	   3.1547 -0.299606	  3.15573 -0.187586	 15.1424 -7.82171 -7.95567 -1.11032 -3.73331	4.24922e-11    -9.90029
13.9381	  3.15425 -0.299606	   3.1553 -0.187586	 15.1453 -7.81504 -7.95051 -1.10766 -3.72872	4.03661e-11    -9.90398
13.9391	  3.15379 -0.299605	  3.15485 -0.187586	 15.1492 -7.80494 -7.94294 -1.10344 -3.72327	3.7582e-11   -9.90886
13.9401	   3.1533 -0.299604	   3.1544 -0.187586	 15.1454 -7.80649 -7.94049 -1.09999 -3.71708	3.46333e-11    -9.91479
13.9411	   3.1529 -0.299604	  3.15395 -0.187586	 15.1537  -7.7838 -7.92546 -1.08949 -3.71139	3.1779e-11   -9.92165
13.9421	  3.15242 -0.299603	  3.15352 -0.187586	 15.1585 -7.76866  -7.9133 -1.08315 -3.70342	2.89777e-11    -9.92931
13.9431	  3.15198 -0.299603	  3.15306 -0.187586	 15.1639 -7.75319 -7.90241 -1.07622 -3.69782	2.6132e-11   -9.93518
13.9441	  3.15158 -0.299604	  3.15261 -0.187586	 15.1594 -7.76142 -7.90614 -1.08019 -3.69659	2.37981e-11    -9.92728
13.9451	  3.15114 -0.299604	  3.15217 -0.187586	 15.1511 -7.78941 -7.92664 -1.09322 -3.70122	2.18439e-11      -9.919
13.9461	  3.15067 -0.299604	  3.15174 -0.187586	 15.1419 -7.81887 -7.94504 -1.10755 -3.70266	1.97527e-11    -9.91277
13.9471	  3.15022 -0.299603	  3.15128 -0.187586	 15.1371 -7.83595 -7.95699 -1.11573 -3.70388	1.85838e-11    -9.90849
13.9481	  3.14983 -0.299603	  3.15086 -0.187586	 15.1359 -7.84376  -7.9631 -1.11939 -3.70447	1.78869e-11    -9.90602
13.9491	  3.14935 -0.299603	  3.15041 -0.187586	 15.1335 -7.85302 -7.96887  -1.1242 -3.70267	1.69305e-11    -9.90524
13.9501	  3.14892 -0.299602	  3.14997 -0.187586	 15.1269 -7.86563 -7.97533 -1.12561  -3.7009	1.61769e-11    -9.90603
13.9511	  3.14848 -0.299602	  3.14953 -0.187586	 15.1288 -7.86232 -7.97295  -1.1244 -3.69758	1.54495e-11    -9.90824
13.9521	  3.14808 -0.299602	  3.14909 -0.187586	 15.1333 -7.85177 -7.96617 -1.11963 -3.69393	1.55038e-11    -9.91175
13.9531	  3.14764 -0.299601	  3.14866 -0.187586	 15.1377 -7.84061 -7.95826 -1.11478 -3.68894	1.52179e-11    -9.91643
13.9541	  3.14721 -0.299601	  3.14822 -0.187586	  15.143 -7.82606 -7.94798 -1.10834 -3.68329	1.41794e-11    -9.92216
13.9551	  3.14673 -0.299601	  3.14776 -0.187586	 15.1451 -7.82011 -7.94298  -1.1061 -3.67814	1.29842e-11    -9.92632
13.9561	   3.1463 -0.299602	  3.14734 -0.187586	 15.1365 -7.84187 -7.95559 -1.11662 -3.67819	1.13636e-11    -9.91692
13.9571	   3.1459 -0.299602	  3.14689 -0.187586	 15.1288 -7.87024 -7.97672 -1.12958 -3.68414	9.90667e-12    -9.90735
