Timestep 	 x_error[2] 	 command torques[5] 	 f contact[2]
9.97912	0.0010132  0.112056	   39.1406    34.1489    11.6879 -0.0813696      -3.65	2.21159e-11    -9.92262
9.9801	0.000966487    0.112057	   39.1459    34.1626    11.6946 -0.0750865   -3.65321	-2.21016e-11     -9.92206
9.98109	0.000966216    0.112058	   39.1487    34.1692    11.6981 -0.0723024   -3.65528	2.20864e-11    -9.92147
9.98206	0.000994886    0.112059	   39.1499    34.1716    11.6998 -0.0716226   -3.65665	2.20688e-11    -9.92074
9.98306	0.000969234     0.11206	    39.154    34.1822    11.7051 -0.0669149   -3.65934	1.10251e-11    -9.92018
9.98407	0.000976843    0.112061	   39.1565     34.188    11.7083 -0.0645687   -3.66129	-1.10146e-11     -9.91951
9.98506	0.000950655    0.112061	   39.1605    34.1981    11.7134 -0.0600079   -3.66387	-5.52501e-12     -9.91878
9.98606	0.000996972    0.112064	   39.1604    34.1977    11.7157 -0.0638783   -3.66384	2.76236e-11    -9.91862
9.98706	0.000971083    0.112066	   39.1648     34.209    11.7213 -0.0588461   -3.66673	1.10478e-11    -9.91819
9.98806	0.000972759    0.112067	   39.1674    34.2154    11.7247 -0.0561274   -3.66876	-2.20904e-11     -9.91755
9.98906	0.000973114    0.112068	  39.1702    34.222   11.7283 -0.053293  -3.67083	1.10418e-11    -9.91691
9.99006	0.00100279   0.112069	   39.1711    34.2233    11.7295 -0.0529217   -3.67196	2.20747e-11    -9.91601
9.99106	0.000948092     0.11207	   39.1767    34.2381    11.7366 -0.0460587   -3.67532	      -0 -9.91553
9.99206	0.00109897   0.112071	   39.1715    34.2225    11.7305 -0.0542113    -3.6738	-5.51322e-12     -9.91444
9.99306	0.00102114   0.112073	  39.1786   34.2414   11.7394 -0.045406  -3.67783	      -0 -9.91408
9.99407	0.000979485    0.112074	   39.1837    34.2548     11.746 -0.0392814   -3.68101	2.2027e-11   -9.91366
9.99506	0.000974752    0.112075	   39.1866     34.262    11.7498 -0.0361428   -3.68313	2.2017e-11   -9.91259
9.99606	0.000975327    0.112078	   39.1889    34.2677    11.7542 -0.0360071   -3.68426	-1.10488e-11     -9.91275
9.99706	0.00102641   0.112079	    39.189    34.2672    11.7547 -0.0367104    -3.6852	5.52362e-12    -9.91203
9.99807	0.00101276   0.112081	   39.1926    34.2762    11.7593 -0.0326981   -3.68764	-5.52258e-12     -9.91146
9.99907	0.000972708    0.112082	   39.1973    34.2883    11.7652 -0.0270403    -3.6905	1.1043e-11   -9.91046
10.0001	0.000973972    0.112084	   39.1999    34.2947    11.7687 -0.0242796    -3.6925	-5.5193e-12    -9.91019
10.0011	0.00100729   0.112085	   39.1789    34.2585    11.7495 -0.0275719   -3.69513	5.51693e-12    -9.90936
10.0021	0.00100564   0.112086	     39.16    34.2279    11.7328 -0.0282451   -3.69857	1.10288e-11    -9.90874
10.0031	0.000999505    0.112088	   39.1416    34.1985    11.7167 -0.0285551   -3.70209	5.51147e-12    -9.90809
10.0041	0.00110275   0.112089	   39.1175    34.1533    11.6936 -0.0367393   -3.70307	2.754e-11  -9.90712
10.0051	0.00102366    0.11209	    39.104    34.1366    11.6832 -0.0314153   -3.70837	-2.75294e-11     -9.90615
10.0061	0.000978337    0.112092	   39.089   34.1154   11.6708 -0.028567  -3.71283	      -0 -9.90641
10.0071	0.00100719   0.112093	   39.0698    34.0826    11.6534 -0.0313081   -3.71546	1.10407e-11    -9.90561
10.0081	0.000977841    0.112096	   39.0539    34.0591    11.6415 -0.0322932   -3.71865	3.31208e-11    -9.90554
10.0091	0.00100021   0.112098	    39.035    34.0267    11.6242 -0.0347788   -3.72122	-1.65574e-11      -9.9047
10.0101	0.000999848    0.112099	  39.0183   33.9998   11.6094 -0.035223  -3.72447	      -0 -9.90409
10.0111	0.00100223   0.112101	   39.0016    33.9729    11.5947 -0.0358271   -3.72764	2.75823e-11    -9.90354
10.0121	0.000975742    0.112103	   38.9871    33.9511    11.5824 -0.0342908   -3.73145	      -0 -9.90301
10.0131	0.00102551   0.112104	  38.9684   33.9183   11.5652 -0.038126   -3.7336	1.6537e-11   -9.90233
10.0141	0.00101374   0.112106	   38.9537    33.8955    11.5524 -0.0374843   -3.73708	5.50968e-12    -9.90173
10.0151	0.00100257   0.112107	   38.9384    33.8714    11.5391 -0.0372203   -3.74034	-5.50665e-12     -9.90102
10.0161	0.00100523   0.112109	   38.9231    33.8467    11.5256 -0.0376595   -3.74342	      -0 -9.90049
10.0171	0.00102434    0.11211	   38.9069    33.8196     11.511 -0.0392759    -3.7461	1.09997e-11    -9.89981
10.0181	0.00101454   0.112112	  38.8941   33.8003   11.5001 -0.038291  -3.74961	1.09901e-11    -9.89785
10.0191	0.000957947    0.112114	   38.8821    33.7843    11.4905 -0.0347473   -3.75374	-5.51428e-12     -9.89874
10.0201	0.00094691   0.112117	    38.869    33.7645    11.4808 -0.0364617   -3.75637	5.51413e-12    -9.89878
10.0211	0.00100666   0.112119	   38.8503    33.7307    11.4632 -0.0411379   -3.75802	      -0 -9.89784
10.0221	0.0010109   0.11212	   38.8363    33.7082    11.4509 -0.0414666   -3.76096	      -0 -9.89724
10.0231	0.00100584   0.112122	   38.8233    33.6878    11.4395 -0.0410748   -3.76408	3.30619e-11    -9.89667
10.0241	0.00100561   0.112124	   38.8101    33.6669     11.428 -0.0410084   -3.76709	-2.20337e-11     -9.89609
10.0251	0.00100278   0.112126	   38.7973    33.6469    11.4169 -0.0407204   -3.77013	2.20249e-11    -9.89553
10.0261	0.0010039  0.112128	   38.7845    33.6265    11.4056 -0.0406965   -3.77306	-5.50364e-12     -9.89494
10.0274	0.00101056   0.112129	   38.7715    33.6056    11.3942 -0.0410434   -3.77586	      -0 -9.89441
10.0281	0.00102151   0.112131	   38.7584    33.5843    11.3825 -0.0416598   -3.77856	5.49741e-12    -9.89372
10.0291	0.00102198   0.112133	 38.7464  33.5653   11.372 -0.04147 -3.78147	2.19759e-11    -9.89322
10.0301	0.00101824   0.112135	   38.7348    33.5473     11.362 -0.0409545   -3.78444	-1.09834e-11     -9.89228
10.0311	0.000965672    0.112139	   38.7285    33.5418    11.3592 -0.0388267   -3.78789	5.52485e-12     -9.8929
10.0321	0.000964987    0.112141	    38.717    33.5237    11.3492 -0.0385311   -3.79076	-1.65726e-11     -9.89232
10.0331	0.000973589    0.112143	   38.7035    33.5015    11.3371 -0.0392545   -3.79329	-5.52307e-12     -9.89151
10.0341	0.000995596    0.112145	    38.691    33.4805    11.3258 -0.0404693   -3.79568	-5.52175e-12     -9.89095
10.0351	0.000991038    0.112147	    38.681    33.4654    11.3172 -0.0396168   -3.79864	1.104e-11  -9.89041
10.0361	0.00100522   0.112149	   38.6694    33.4463    11.3068 -0.0402284   -3.80115	5.51796e-12    -9.88982
10.0371	0.000982288    0.112151	  38.6603   33.4335   11.2993 -0.038225  -3.80438	-1.65467e-11      -9.8893
10.0381	0.00097614   0.112153	   38.6506    33.4189     11.291 -0.0373074   -3.80727	      -0 -9.88879
10.0391	0.000980941    0.112155	   38.6402    33.4025    11.2819 -0.0371689   -3.80993	-2.20386e-11     -9.88821
10.0401	0.000979738    0.112157	   38.6305    33.3875    11.2735 -0.0365639   -3.81269	-5.50619e-12     -9.88768
10.0411	0.000977059    0.112159	   38.6211    33.3732    11.2654 -0.0358265   -3.81547	1.10047e-11    -9.88715
10.0421	0.000975285    0.112161	   38.6118    33.3591    11.2575 -0.0351273   -3.81821	1.64943e-11     -9.8866
10.0431	0.000973722    0.112163	   38.6027    33.3452    11.2497 -0.0344213   -3.82094	-1.09871e-11     -9.88608
10.0441	0.00097268   0.112165	   38.5937    33.3316     11.242 -0.0337292   -3.82364	5.48866e-12    -9.88555
10.0451	0.00095919   0.112167	   38.586   33.3207   11.2356 -0.032102  -3.82657	5.48866e-12    -9.88555
10.0461	0.00101436   0.112171	   38.5721    33.2959    11.2245 -0.0387284   -3.82721	-1.10245e-11     -9.88485
10.0471	0.00099414   0.112173	   38.5653    33.2871     11.219 -0.0364606   -3.83028	2.20459e-11    -9.88441
10.0481	0.000990598    0.112175	   38.5573    33.2752    11.2122 -0.0354058     -3.833	1.10205e-11    -9.88385
10.0491	0.000995745    0.112177	   38.5489    33.2621    11.2049 -0.0349288   -3.83554	-1.10173e-11     -9.88329
10.0501	0.000991714     0.11218	   38.5413     33.251    11.1984 -0.0337895   -3.83824	1.10135e-11    -9.88283
10.0511	0.000983057    0.112182	   38.5352    33.2427    11.1934 -0.0320295   -3.84109	2.20175e-11    -9.88236
10.0521	0.000990254    0.112184	   38.5261    33.2283    11.1854 -0.0318932   -3.84348	1.10032e-11    -9.88173
10.0531	0.000963213    0.112187	    38.523    33.2263    11.1836 -0.0285299    -3.8467	1.09974e-11    -9.88154
10.0541	0.000982329    0.112188	   38.5119    33.2076    11.1734 -0.0295342   -3.84877	5.49505e-12    -9.88072
10.0551	0.00094143   0.112191	   38.5084    33.2054    11.1713 -0.0256005   -3.85211	-1.64737e-11     -9.88037
10.0561	0.000933843    0.112193	   38.5021    33.1966    11.1661 -0.0241346   -3.85477	1.0974e-11   -9.87989
10.0571	0.000932818    0.112195	  38.4953   33.1867   11.1604 -0.023135  -3.85729	      -0 -9.87896
10.0581	0.00093093   0.112201	 38.4772  33.1699  11.2078 -0.12632 -3.83172	2.76319e-11    -9.89831
10.0591	0.00093745   0.112202	   38.4816    33.1648    11.1481 -0.0229191   -3.86211	-1.10303e-11     -9.87862
10.0601	0.00093275   0.112205	   38.4757    33.1565    11.1431 -0.0213981   -3.86472	-5.51403e-12      -9.8781
10.0611	0.000930565    0.112207	   38.4697    33.1479    11.1381 -0.0202032   -3.86722	      -0 -9.87759
10.0621	0.000976805     0.11221	   38.4594    33.1296    11.1285 -0.0225145    -3.8688	1.65319e-11    -9.87695
10.0631	0.00100215   0.112212	   38.4513    33.1161    11.1211 -0.0232092   -3.87078	-5.50815e-12     -9.87626
10.0641	0.000998922    0.112214	   38.4459    33.1087    11.1167 -0.0217786   -3.87328	-5.50541e-12     -9.87575
10.0651	0.000973743    0.112217	   38.4427    33.1062    11.1146 -0.0187178   -3.87619	3.30153e-11    -9.87546
10.0661	0.00095024   0.112219	   38.4397    33.1039    11.1127 -0.0157464   -3.87905	-1.64968e-11     -9.87501
10.0671	0.000992131    0.112222	   38.4305    33.0876     11.104 -0.0176213   -3.88067	-2.74745e-11     -9.87431
10.0681	0.000974464    0.112224	   38.4273    33.0849    11.1019 -0.0149898    -3.8834	      -0 -9.87392
10.0691	0.000959272    0.112227	   38.424   33.0818   11.0996 -0.012551  -3.88607	1.0972e-11   -9.87355
10.0701	0.000949729    0.112229	   38.4199    33.0768    11.0964 -0.0106196   -3.88861	5.48087e-12    -9.87308
10.0711	0.000936747    0.112231	    38.4164     33.0732     11.0939 -0.00838938     -3.8912	5.48087e-12    -9.87308
10.0721	0.00095084   0.112236	  38.4101   33.0638   11.0905 -0.011513  -3.89237	2.1999e-11   -9.87267
10.0731	0.000941679    0.112238	    38.4061     33.0589     11.0873 -0.00956314    -3.89487	-5.49883e-12     -9.87215
10.0741	0.000917947    0.112241	     38.404     33.0581     11.0861 -0.00647714    -3.89764	1.09952e-11     -9.8718
10.0751	0.000923476    0.112244	    38.3992     33.0512      11.082 -0.00551084    -3.89986	-1.09915e-11     -9.87126
10.0761	0.000916795    0.112247	    38.3958     33.0473     11.0794 -0.00362717    -3.90229	-1.09871e-11     -9.87079
10.0771	0.00101173   0.112249	    38.3827     33.0217     11.0664 -0.00912477    -3.90288	2.19626e-11    -9.86982
10.0781	0.000960405    0.112252	    38.3839     33.0281     11.0687 -0.00382863    -3.90612	-5.48775e-12      -9.8696
10.0791	0.000981449    0.112254	    38.3783     33.0191     11.0636 -0.00383972    -3.90804	5.48437e-12    -9.86909
10.0801	0.000933777    0.112257	   38.3795    33.0252    11.0658 0.00120364   -3.91118	1.09611e-11    -9.86884
10.0811	0.000934965     0.11226	    38.376    33.0209    11.0631 0.00264746   -3.91342	-2.19124e-11     -9.86796
10.0821	0.000946014    0.112265	   38.3743    33.0197    11.0636 0.00119828   -3.91482	5.50746e-12    -9.86849
10.0831	0.000908472    0.112268	   38.3718    33.0187    11.0621 0.00491711   -3.91766	1.10135e-11    -9.86801
10.0841	0.000915789    0.112271	   38.3681    33.0135    11.0589 0.00598731   -3.91979	1.10112e-11     -9.8675
10.0851	0.000935909    0.112273	   38.3641    33.0073    11.0553 0.00633527    -3.9217	5.50379e-12    -9.86688
10.0861	0.000935736    0.112276	   38.3626    33.0066    11.0545 0.00829316   -3.92398	1.10037e-11    -9.86656
10.0871	0.000950606    0.112279	   38.3557    32.9954    11.0482 0.00829435   -3.92586	-1.09981e-11     -9.86576
10.0881	0.000950287    0.112282	  38.3532   32.9927   11.0462 0.0100198  -3.92809	      -0 -9.86528
10.0891	0.000948192    0.112285	  38.3509   32.9906   11.0445 0.0118952  -3.93033	-1.09851e-11     -9.86482
10.0901	0.000950049    0.112287	  38.3484   32.9879   11.0426 0.0135094   -3.9325	5.48862e-12    -9.86436
10.0911	0.000945446     0.11229	  38.3466   32.9867   11.0414 0.0155894  -3.93477	      -0 -9.86389
10.0921	0.000897329    0.112293	  38.3493   32.9954   11.0449 0.0208511  -3.93777	2.73969e-11    -9.86366
10.0931	0.000942844    0.112296	  38.3426   32.9833   11.0385 0.0192568  -3.93914	2.73818e-11    -9.86277
10.0941	0.000991334      0.1123	   38.3276    32.9653    11.0675 -0.0530052   -3.92231	-5.514e-12   -9.87535
10.0951	0.000901782    0.112304	  38.3428   32.9884   11.0407 0.0235057  -3.94375	      -0 -9.86267
10.0961	0.000915583    0.112307	  38.3396   32.9839   11.0378 0.0244268  -3.94569	-1.65161e-11      -9.8622
10.0971	0.000918 0.112311	 38.3379  32.9825  11.0365 0.026127 -3.94779	      -0 -9.86173
10.0981	0.000953595    0.112314	  38.3348   32.9773   11.0337 0.0258482  -3.94937	      -0 -9.86124
10.0991	0.000915734    0.112317	  38.3377   32.9858   11.0372 0.0306315  -3.95215	1.64962e-11    -9.86094
10.1001	0.000937661     0.11232	  38.3312   32.9751   11.0312 0.0303606  -3.95384	-1.64863e-11     -9.86019
10.1011	0.000893345    0.112323	  38.3344   32.9844   11.0351 0.0354821  -3.95669	1.09835e-11     -9.8599
10.1021	0.000892346    0.112326	 38.3332  32.9841  11.0344 0.037416 -3.95879	-5.48741e-12     -9.85941
10.1031	0.000883499    0.112329	   38.333   32.9858   11.0346 0.0399426  -3.96101	5.48268e-12    -9.85899
10.1041	0.000929135    0.112332	  38.3272   32.9754   11.0291 0.0385338  -3.96232	-1.09546e-11     -9.85829
10.1051	0.000906236    0.112335	   38.329   32.9812   11.0314 0.0422326  -3.96478	3.28465e-11    -9.85749
10.1061	0.000918842     0.11234	  38.3296   32.9841   11.0346 0.0402463  -3.96575	-1.10034e-11     -9.85833
10.1071	0.000903978    0.112344	 38.3299  32.9869  11.0353 0.043249 -3.96806	5.50097e-12     -9.8579
10.1081	0.000924083    0.112346	  38.3241   32.9774   11.0298 0.0431812  -3.96973	2.1998e-11   -9.85708
10.1091	0.000922276     0.11235	  38.3237   32.9785   11.0298 0.0453899  -3.97183	1.09953e-11    -9.85661
10.1101	0.000919744    0.112353	  38.3236     32.98   11.0299 0.0476659  -3.97392	1.64861e-11    -9.85617
10.1111	0.000871572    0.112357	  38.3282   32.9919   11.0352 0.0532526  -3.97674	2.19706e-11    -9.85596
10.1121	0.000871376     0.11236	 38.3261  32.9903   11.034  0.05523 -3.97883	      -0 -9.85552
10.1131	0.000893676    0.112363	  38.3254   32.9893   11.0328 0.0557819  -3.98043	-5.48533e-12     -9.85496
10.1141	0.000928673    0.112366	 38.3238  32.9868  11.0313 0.055849 -3.98193	-1.09617e-11     -9.85447
10.1151	0.000898191    0.112369	  38.3261   32.9937   11.0341 0.0600161  -3.98441	1.64275e-11    -9.85409
10.1161	0.000925691    0.112373	  38.3242   32.9909   11.0323 0.0603735  -3.98599	1.64117e-11    -9.85364
10.1171	0.000900926    0.112376	  38.3254   32.9959   11.0341 0.0640354  -3.98836	1.09853e-11    -9.85308
10.1181	0.000930489    0.112381	 38.3221   32.991  11.0332 0.060337 -3.98894	2.74622e-11    -9.85317
10.1191	0.000880473    0.112385	  38.3276   33.0045   11.0392 0.0662014  -3.99173	-1.0983e-11    -9.85298
10.1201	0.000881862    0.112388	  38.3278   33.0064   11.0396 0.0683285   -3.9937	2.19595e-11    -9.85252
10.1211	0.000927592    0.112391	  38.3221    32.996   11.0339 0.0670056  -3.99495	4.39e-11 -9.85173
10.1221	0.000904924    0.112395	  38.3293   33.0113   11.0412 0.0718576  -3.99736	1.6455e-11   -9.85171
10.1231	0.000921409    0.112399	  38.3263    33.007   11.0384 0.0725714  -3.99905	1.64447e-11    -9.85104
10.1241	0.000921029    0.112402	   38.327     33.01   11.0394 0.0749271  -4.00103	      -0 -9.85059
10.1251	0.000918194    0.112405	  38.3279   33.0133   11.0405 0.0774389  -4.00304	-1.09465e-11     -9.85014
10.1261	0.000924162    0.112409	  38.3285   33.0159   11.0412 0.0794503  -4.00492	-1.09365e-11      -9.8497
10.1271	0.000893073    0.112412	  38.3321   33.0252   11.0452 0.0839155  -4.00733	1.09763e-11    -9.84928
10.1281	0.000914172    0.112418	  38.3304   33.0233   11.0457 0.0812652  -4.00809	1.64638e-11    -9.84937
10.1292	0.000861811    0.112422	  38.3366    33.038   11.0522 0.0873587  -4.01083	1.09724e-11    -9.84775
10.1301	0.000915406    0.112425	  38.3295   33.0249   11.0451 0.0853984  -4.01193	-5.48504e-12      -9.8483
10.1311	0.000869203    0.112429	  38.3356   33.0392   11.0515 0.0911548  -4.01457	5.48288e-12    -9.84807
10.1321	0.0008735  0.112433	  38.3392    33.047   11.0551 0.0938601  -4.01647	3.28808e-11    -9.84782
10.1331	0.000848327    0.112436	 38.3394    33.05  11.0558 0.097413 -4.01875	1.09535e-11    -9.84731
10.1341	0.000890328    0.112439	  38.3366   33.0449   11.0527 0.0967652  -4.01999	-1.64173e-11     -9.84659
10.1351	0.000887838    0.112443	  38.3382   33.0495   11.0545 0.0993818  -4.02193	      -0 -9.84616
10.1361	0.000888912    0.112447	 38.3426  33.0588  11.0588 0.102419 -4.02386	-5.48844e-12     -9.84585
10.1371	0.000863546    0.112453	 38.3467  33.0691  11.0651 0.103494 -4.02533	2.19533e-11    -9.84617
10.1381	0.00088118   0.112456	 38.3428   33.063  11.0612 0.103942 -4.02692	5.48695e-12    -9.84536
10.1391	0.000832503     0.11246	 38.3496  33.0785  11.0682 0.109935 -4.02953	2.19412e-11    -9.84515
10.1401	0.000830877    0.112464	 38.3512   33.083  11.0699 0.112488 -4.03143	5.48293e-12    -9.84471
10.1411	0.000876544    0.112467	 38.3478  33.0768  11.0663 0.111671 -4.03263	-4.38386e-11     -9.84402
10.1421	0.000793102    0.112472	 38.3597  33.1026  11.0785 0.120391 -4.03574	      -0 -9.84243
10.1431	0.00084895   0.112475	 38.3543  33.0925  11.0729 0.118661 -4.03677	      -0 -9.84331
10.1441	0.000843453    0.112479	 38.3593  33.1031  11.0778  0.12213 -4.03874	      -0 -9.84305
10.1451	0.00084053   0.112483	 38.3613  33.1084  11.0799 0.124827 -4.04063	-1.63926e-11     -9.84213
10.1461	0.000847504    0.112489	  38.3488   33.0989   11.1234 0.0362158  -4.02068	      -0 -9.85865
10.1471	0.00087099   0.112492	38.3588  33.105 11.0778 0.12473 -4.0435	-1.09773e-11     -9.84184
10.1481	0.000841905    0.112497	 38.3654  33.1193  11.0842 0.129971 -4.04587	-1.09752e-11     -9.84098
10.1491	0.000844488    0.112496	 38.3742  33.1284  11.0508 0.200235  -4.0642	5.63809e-12    -10.0657
10.1501	0.000864398    0.112492	 38.3708  33.1236  11.0489 0.197285 -4.06498	-5.63676e-12     -10.0655
10.1511	0.000832951    0.112488	 38.3711  33.1269  11.0507 0.197358 -4.06642	      -0 -10.0656
10.1521	0.000827607    0.112483	  38.371  33.1284  11.0519 0.196084 -4.06751	2.25283e-11    -10.0656
10.1531	0.000843791    0.112479	 38.3662  33.1204  11.0478 0.192581 -4.06822	1.68853e-11    -10.0653
10.1541	0.000831626    0.112475	 38.3645  33.1206  11.0483 0.192264 -4.06964	      -0 -10.0653
10.1551	0.000786492     0.11247	 38.3673  33.1285  11.0523 0.193532 -4.07128	-5.61917e-12     -10.0653
10.1561	0.000775625    0.112466	 38.3669  33.1296   11.053 0.192689 -4.07251	5.61339e-12    -10.0653
10.1571	0.000816602    0.112462	 38.3615  33.1205  11.0488 0.188687 -4.07311	-5.60687e-12     -10.0651
10.1581	0.000812356    0.112457	 38.3607  33.1207   11.049 0.187606 -4.07429	2.23983e-11     -10.065
10.1591	0.000787107    0.112452	 38.3648  33.1297  11.0537 0.188264 -4.07572	      -0 -10.0652
10.1601	0.000815252    0.112448	 38.3614  33.1242  11.0511 0.185311 -4.07652	      -0 -10.0649
10.1611	0.000780577    0.112445	  38.363  33.1304  11.0572 0.180807 -4.07681	1.68264e-11     -10.066
10.1621	0.000794888    0.112442	  38.358  33.1228  11.0532 0.178482 -4.07787	-5.60788e-12     -10.0652
10.1631	0.00107246    0.11244	 38.3301  33.0667  11.0263 0.160116 -4.07567	2.24214e-11    -10.0648
10.1641	0.000747665    0.112433	 38.3617  33.1331  11.0579 0.179843 -4.08095	-1.12061e-11     -10.0657
10.1651	0.000888048     0.11243	 38.3473  33.1048  11.0442 0.170121 -4.08047	2.79975e-11    -10.0651
10.1661	0.000808668    0.112426	 38.3549  33.1216  11.0521 0.174426 -4.08272	5.5955e-12   -10.0653
10.1671	0.000852524    0.112422	 38.3503  33.1133   11.048 0.170967 -4.08345	5.59052e-12    -10.0651
10.1681	0.000866997    0.112418	 38.3497  33.1128  11.0476  0.16959 -4.08456	5.58698e-12    -10.0641
10.1691	0.000885889    0.112415	  38.343  33.1099  11.0761 0.114425 -4.07305	      -0 -10.0753
10.1701	0.000847847    0.112412	 38.3504  33.1167  11.0505 0.166364 -4.08677	1.12359e-11    -10.0653
10.1711	0.000900019    0.112409	 38.3472  33.1092  11.0462 0.162541 -4.08739	1.12326e-11     -10.065
10.1721	0.000855341    0.112405	 38.3509  33.1191  11.0508 0.165591 -4.08948	-5.61401e-12      -10.065
10.1731	0.000853619    0.112401	 38.3514   33.121  11.0513 0.165428 -4.09086	5.61089e-12    -10.0649
10.1741	0.000761499    0.112396	 38.3611  33.1416  11.0608 0.171039 -4.09335	1.68216e-11    -10.0651
10.1751	0.000894798    0.112393	 38.3479  33.1155  11.0479 0.162274 -4.09309	-1.68067e-11     -10.0645
10.1761	0.000758012    0.112388	 38.3647  33.1494  11.0638 0.171228 -4.09613	5.59691e-12    -10.0649
10.1771	0.000744084    0.112384	 38.3661  33.1531  11.0652 0.171812 -4.09767	-5.59068e-12     -10.0648
10.1781	0.000787697     0.11238	 38.3605  33.1431  11.0598 0.168565 -4.09852	1.67828e-11    -10.0643
10.1791	0.000747652    0.112377	  38.364  33.1519  11.0659  0.16648 -4.09937	-1.11887e-11     -10.0652
10.1801	0.000794516    0.112374	 38.3602  33.1444  11.0618 0.163485 -4.10022	1.1186e-11   -10.0648
10.1811	0.000778671     0.11237	 38.3625  33.1497  11.0637 0.164542 -4.10184	2.2364e-11   -10.0647
10.1821	0.000750002    0.112366	 38.3673  33.1594  11.0679 0.166631 -4.10362	-1.11763e-11     -10.0647
10.1831	0.000733202    0.112362	 38.3689  33.1634  11.0691 0.167611 -4.10525	      -0 -10.0644
10.1841	0.000866343    0.112361	 38.3562  33.1383  11.0578 0.156915 -4.10455	-2.24352e-11     -10.0643
10.1851	0.000862421    0.112357	 38.3594  33.1444  11.0602 0.157766 -4.10608	-5.6076e-12    -10.0642
10.1861	0.000804443    0.112354	 38.3659   33.158   11.066 0.161731 -4.10826	5.60566e-12    -10.0642
10.1871	0.000849785     0.11235	 38.3624  33.1513  11.0621 0.159209 -4.10921	1.12055e-11    -10.0639
10.1881	0.000850691    0.112347	 38.3637  33.1541  11.0627 0.159591  -4.1107	1.11982e-11    -10.0637
10.1891	0.000851648    0.112343	 38.3652  33.1572  11.0634 0.160037 -4.11219	-1.11894e-11     -10.0635
10.1901	0.00072608   0.112338	 38.3797  33.1866  11.0767 0.168615 -4.11518	5.58873e-12    -10.0619
10.1911	0.000794289    0.112335	 38.3763  33.1789  11.0725 0.165099 -4.11588	5.61425e-12    -10.0633
10.1921	0.000753441    0.112333	 38.3817  33.1905  11.0794 0.164433 -4.11698	     -0 -10.064
10.1931	0.000759911     0.11233	 38.3828  33.1927  11.0796 0.164622 -4.11843	-5.61297e-12     -10.0638
10.1941	0.000743511    0.112327	 38.3832  33.1944  11.0794 0.165708 -4.12014	-2.80543e-11     -10.0635
10.1951	0.000763984    0.112323	 38.3856  33.1981  11.0805 0.165555 -4.12143	-1.1216e-11    -10.0634
10.1961	0.000787412     0.11232	  38.382   33.192  11.0765 0.164173 -4.12268	1.12086e-11     -10.063
10.1971	0.000804231    0.112317	 38.3831  33.1936  11.0765 0.164003 -4.12403	      -0 -10.0627
10.1981	0.000768267    0.112312	 38.3905  33.2076  11.0824 0.167421 -4.12599	-2.79733e-11     -10.0627
10.1991	0.000841661     0.11231	  38.382  33.1915  11.0736 0.162955 -4.12668	5.58859e-12    -10.0621
10.2001	0.000858078    0.112306	 38.3826  33.1924  11.0732  0.16282 -4.12805	      -0 -10.0618
10.2011	0.000786822    0.112304	  38.392  33.2118  11.0839 0.164111 -4.12946	-1.68151e-11     -10.0627
10.2021	0.000788723    0.112301	 38.3934  33.2145  11.0842 0.164819 -4.13101	1.12074e-11    -10.0624
10.2031	0.00082099   0.112297	 38.3971  33.2198  11.0861 0.164687 -4.13224	1.68026e-11    -10.0608
10.2041	0.000780259    0.112294	 38.3986  33.2244   11.087 0.167346 -4.13427	1.11975e-11     -10.062
10.2051	0.000795479    0.112291	 38.4001  33.2267  11.0871 0.167542 -4.13568	-5.59493e-12     -10.0617
10.2061	0.000753873    0.112287	 38.4067  33.2396  11.0922 0.171255 -4.13774	-1.11809e-11     -10.0616
10.2071	0.00077166   0.112284	 38.4062  33.2386  11.0907 0.170951 -4.13911	2.23412e-11    -10.0614
10.2081	0.000786887    0.112281	 38.4069  33.2395  11.0901 0.171018 -4.14051	     -0 -10.061
10.2091	0.000790123    0.112279	 38.4086  33.2433   11.093 0.168097  -4.1412	-1.12065e-11     -10.0615
10.2101	0.000836023    0.112277	 38.4062  33.2381  11.0894 0.166329 -4.14229	-5.60182e-12     -10.0611
10.2111	0.000796393    0.112273	 38.4129   33.251  11.0945 0.170137 -4.14435	-1.67993e-11      -10.061
10.2121	0.000928402    0.112271	  38.398  33.2193  11.0765 0.162851 -4.14471	3.35772e-11    -10.0597
10.2131	0.000884038    0.112268	  38.409  33.2423  11.0882 0.167168  -4.1466	      -0 -10.0602
10.2141	0.000934987    0.112265	 38.4063  33.2366  11.0843 0.165277 -4.14766	5.58832e-12    -10.0598
10.2151	0.000937625    0.112261	 38.4088  33.2412  11.0853 0.166557 -4.14927	5.58512e-12    -10.0589
10.2161	0.000924105    0.112259	 38.4082  33.2492  11.1188 0.114513 -4.13903	1.12618e-11      -10.07
10.2171	0.000902194    0.112258	 38.4182  33.2587   11.093 0.168771 -4.15236	-1.1249e-11    -10.0597
10.2181	0.000948488    0.112256	 38.4162   33.254  11.0893 0.167566 -4.15359	-5.62267e-12     -10.0592
10.2191	0.000951242    0.112253	 38.4188  33.2588  11.0904 0.168967 -4.15521	-1.12403e-11      -10.059
10.2201	0.000953856     0.11225	 38.4216  33.2637  11.0915 0.170407 -4.15683	1.68505e-11    -10.0587
10.2211	0.000914351    0.112246	 38.4288  33.2776   11.097 0.174575 -4.15891	5.61278e-12    -10.0586
