Timestep 	 x_error[2] 	 command torques[4]
3.01608	0.316262 0.195355	22.1787 13.9347 15.5653 4.89649
3.01718	0.316262 0.195355	22.1787 13.9347 15.5653 4.89649
3.01812	0.316262 0.195355	22.1787 13.9347 15.5653 4.89649
3.01911	0.316262 0.195355	22.1787 13.9347 15.5653 4.89649
3.02008	0.316262 0.195355	22.1787 13.9347 15.5653  4.8965
3.02108	0.316262 0.195355	22.1787 13.9347 15.5653  4.8965
3.02208	0.316262 0.195355	22.1788 13.9347 15.5654  4.8965
3.02308	0.316262 0.195355	22.1788 13.9348 15.5654  4.8965
3.02411	0.316262 0.195355	22.1788 13.9348 15.5654  4.8965
3.02513	0.316262 0.195355	22.1788 13.9348 15.5654  4.8965
3.02612	0.316262 0.195355	22.1788 13.9348 15.5654  4.8965
3.02712	0.316262 0.195355	22.1788 13.9348 15.5654 4.89651
3.02812	0.316262 0.195355	22.1788 13.9348 15.5654 4.89651
3.02907	0.316262 0.195355	22.1788 13.9348 15.5654 4.89651
3.03012	0.316262 0.195355	22.1788 13.9348 15.5654 4.89651
3.03112	0.316262 0.195355	22.1788 13.9348 15.5654 4.89651
3.03213	0.316262 0.195355	22.1789 13.9348 15.5654 4.89651
3.03316	0.316262 0.195355	22.1789 13.9348 15.5654 4.89651
3.03413	0.316262 0.195355	22.1789 13.9348 15.5654 4.89652
3.0351	0.316262 0.195355	22.1789 13.9348 15.5654 4.89652
3.03608	0.316262 0.195355	22.1789 13.9348 15.5654 4.89652
3.03707	0.316261 0.195355	22.1789 13.9348 15.5654 4.89652
3.03813	0.316261 0.195355	22.1789 13.9348 15.5654 4.89652
3.03912	0.316261 0.195355	22.1789 13.9348 15.5654 4.89652
3.04007	0.316261 0.195355	22.1789 13.9349 15.5655 4.89652
3.04112	0.316261 0.195355	22.1789 13.9349 15.5655 4.89652
3.04208	0.316261 0.195355	22.1789 13.9349 15.5655 4.89652
3.04312	0.316261 0.195355	 22.179 13.9349 15.5655 4.89653
3.04413	0.316261 0.195355	 22.179 13.9349 15.5655 4.89653
3.04514	0.316261 0.195355	 22.179 13.9349 15.5655 4.89653
3.04613	0.316261 0.195355	 22.179 13.9349 15.5655 4.89653
3.04712	0.316261 0.195355	 22.179 13.9349 15.5655 4.89653
3.04813	0.316261 0.195355	 22.179 13.9349 15.5655 4.89653
3.04912	0.316261 0.195355	 22.179 13.9349 15.5655 4.89653
3.05012	0.316261 0.195355	 22.179 13.9349 15.5655 4.89653
3.05114	0.316261 0.195355	 22.179 13.9349 15.5655 4.89654
3.05212	0.316261 0.195355	 22.179 13.9349 15.5655 4.89654
3.05308	0.316261 0.195355	 22.179 13.9349 15.5655 4.89654
3.05407	0.316261 0.195355	 22.179 13.9349 15.5655 4.89654
3.05513	0.316261 0.195355	 22.179 13.9349 15.5655 4.89654
3.05613	0.316261 0.195355	 22.179 13.9349 15.5655 4.89654
3.05707	0.316261 0.195355	22.1791 13.9349 15.5655 4.89654
3.05812	0.316261 0.195355	22.1791 13.9349 15.5655 4.89654
3.05913	0.316261 0.195355	22.1791 13.9349 15.5655 4.89654
3.06013	0.316261 0.195355	22.1791 13.9349 15.5655 4.89654
3.06113	0.316261 0.195355	22.1791 13.9349 15.5655 4.89654
3.06214	0.316261 0.195355	22.1791 13.9349 15.5655 4.89654
3.06313	0.316261 0.195355	22.1791 13.9349 15.5655 4.89655
3.06412	0.316261 0.195355	22.1791  13.935 15.5656 4.89655
3.06513	0.316261 0.195355	22.1791  13.935 15.5656 4.89655
3.06613	0.316261 0.195355	22.1791  13.935 15.5656 4.89655
3.06713	0.316261 0.195355	22.1791  13.935 15.5656 4.89655
3.06815	0.316261 0.195355	22.1791  13.935 15.5656 4.89655
3.06907	0.316261 0.195355	22.1791  13.935 15.5656 4.89655
3.07008	0.316261 0.195355	22.1791  13.935 15.5656 4.89655
3.07107	0.316261 0.195355	22.1791  13.935 15.5656 4.89655
3.07208	0.316261 0.195355	22.1791  13.935 15.5656 4.89655
3.07307	0.316261 0.195355	22.1791  13.935 15.5656 4.89655
3.07407	0.316261 0.195355	22.1791  13.935 15.5656 4.89655
3.07508	0.316261 0.195355	22.1792  13.935 15.5656 4.89655
3.07608	0.316261 0.195355	22.1792  13.935 15.5656 4.89655
3.07708	0.316261 0.195355	22.1792  13.935 15.5656 4.89655
3.07808	0.316261 0.195355	22.1792  13.935 15.5656 4.89656
3.07908	0.316261 0.195355	22.1792  13.935 15.5656 4.89656
3.08007	0.316261 0.195355	22.1792  13.935 15.5656 4.89656
3.08108	0.316261 0.195355	22.1792  13.935 15.5656 4.89656
3.08207	0.316261 0.195355	22.1792  13.935 15.5656 4.89656
3.08307	0.316261 0.195355	22.1792  13.935 15.5656 4.89656
3.08408	0.316261 0.195355	22.1792  13.935 15.5656 4.89656
3.08511	0.316261 0.195355	22.1792  13.935 15.5656 4.89656
3.08608	0.316261 0.195355	22.1792  13.935 15.5656 4.89656
3.08708	 0.31626 0.195355	22.1792  13.935 15.5656 4.89656
3.08807	 0.31626 0.195355	22.1792  13.935 15.5656 4.89656
3.08908	 0.31626 0.195355	22.1792  13.935 15.5656 4.89656
3.09008	 0.31626 0.195355	22.1792  13.935 15.5656 4.89656
3.09112	 0.31626 0.195355	22.1792  13.935 15.5656 4.89656
3.09212	 0.31626 0.195355	22.1792  13.935 15.5656 4.89656
3.09314	 0.31626 0.195355	22.1792  13.935 15.5656 4.89656
3.09409	 0.31626 0.195355	22.1792  13.935 15.5656 4.89656
3.09513	 0.31626 0.195355	22.1792  13.935 15.5656 4.89656
3.09613	 0.31626 0.195355	22.1792  13.935 15.5656 4.89656
3.09713	 0.31626 0.195355	22.1792  13.935 15.5656 4.89656
3.09813	 0.31626 0.195355	22.1792  13.935 15.5656 4.89657
3.09912	 0.31626 0.195355	22.1792  13.935 15.5656 4.89657
3.10013	 0.31626 0.195355	22.1793  13.935 15.5656 4.89657
3.10113	 0.31626 0.195355	22.1793  13.935 15.5656 4.89657
3.10208	 0.31626 0.195355	22.1793  13.935 15.5657 4.89657
3.10312	 0.31626 0.195355	22.1793  13.935 15.5657 4.89657
3.10413	 0.31626 0.195355	22.1793  13.935 15.5657 4.89657
3.10508	 0.31626 0.195355	22.1793  13.935 15.5657 4.89657
3.10612	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.10712	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.10813	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.10913	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.11009	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.11108	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.11208	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.11308	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.11408	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.11508	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.11608	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.11708	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.11808	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.11908	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.12007	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.12115	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.12208	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.12308	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.12408	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.12517	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.12612	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.12712	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.12812	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.12916	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.13009	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.13112	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.13208	 0.31626 0.195355	22.1793 13.9351 15.5657 4.89657
3.13317	 0.31626 0.195356	22.1793 13.9351 15.5657 4.89657
3.13412	 0.31626 0.195356	22.1793 13.9351 15.5657 4.89658
3.13511	 0.31626 0.195356	22.1793 13.9351 15.5657 4.89658
3.13607	 0.31626 0.195356	22.1793 13.9351 15.5657 4.89658
3.13707	 0.31626 0.195356	22.1793 13.9351 15.5657 4.89658
3.13807	 0.31626 0.195356	22.1793 13.9351 15.5657 4.89658
3.13907	 0.31626 0.195356	22.1793 13.9351 15.5657 4.89658
3.14008	 0.31626 0.195356	22.1793 13.9351 15.5657 4.89658
3.14116	 0.31626 0.195356	22.1793 13.9351 15.5657 4.89658
3.14212	 0.31626 0.195356	22.1793 13.9351 15.5657 4.89658
3.14312	0.316259 0.195356	22.1793 13.9351 15.5657 4.89658
3.14412	0.316259 0.195356	22.1793 13.9351 15.5657 4.89658
3.14516	0.316259 0.195356	22.1793 13.9351 15.5657 4.89658
3.14613	0.316259 0.195356	22.1793 13.9351 15.5657 4.89658
3.14713	0.316259 0.195356	22.1793 13.9351 15.5657 4.89658
3.14808	0.316259 0.195356	22.1793 13.9351 15.5657 4.89658
3.14919	0.316259 0.195356	22.1793 13.9351 15.5657 4.89658
3.15012	0.316259 0.195356	22.1793 13.9351 15.5657 4.89658
3.15112	0.316259 0.195356	22.1793 13.9351 15.5657 4.89658
3.15222	0.316259 0.195356	22.1793 13.9351 15.5657 4.89658
3.15314	0.316259 0.195356	22.1793 13.9351 15.5657 4.89658
3.15412	0.316259 0.195356	22.1793 13.9351 15.5657 4.89658
3.15508	0.316259 0.195356	22.1793 13.9351 15.5657 4.89658
3.15607	0.316259 0.195356	22.1793 13.9351 15.5657 4.89658
3.15707	0.316259 0.195356	22.1793 13.9351 15.5657 4.89658
3.15807	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.15907	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.16007	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.16107	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.16207	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.16307	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.16407	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.16507	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.16608	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.16708	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.16807	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.16912	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.17012	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.17112	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.17212	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.17306	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.17406	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.17514	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.17612	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.17713	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.17812	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.17913	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.18009	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.18112	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.18213	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.18312	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.18413	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.18512	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.18607	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.18712	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.18812	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.18913	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.19013	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.19112	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.19212	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.19319	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.19413	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.19513	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.19612	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.19712	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.19813	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.19912	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.20013	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.20112	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.20207	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.20312	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.20412	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.20514	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.20614	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.20714	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.20808	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.20907	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.21008	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.21108	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.21208	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.21308	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.21408	0.316259 0.195356	22.1794 13.9351 15.5657 4.89658
3.21508	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.21608	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.21708	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.21809	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.21907	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.22012	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.22117	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.22208	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.22313	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.22408	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.22515	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.22608	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.22712	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.22812	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.22916	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.23012	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.23112	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.23212	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.23315	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.23407	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.23511	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.23612	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.23712	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.23808	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.23908	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.24007	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.24114	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.24212	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.24313	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.24414	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.24512	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.24612	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.24713	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.24812	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.24912	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.25013	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.25113	0.316258 0.195356	22.1794 13.9351 15.5657 4.89658
3.25212	0.316258 0.195356	22.1794 13.9351 15.5657 4.89657
3.25312	0.316258 0.195356	22.1794 13.9351 15.5657 4.89657
3.25413	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.25513	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.25614	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.25713	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.25812	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.25913	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.26013	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.26114	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.26213	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.26314	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.26413	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.26512	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.26612	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.26712	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.26814	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.26912	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.2701	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.27107	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.27207	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.27307	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.27407	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.27507	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.27607	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.27707	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.27807	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.27907	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.28007	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.28107	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.28207	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.28307	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.28407	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.28507	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.28607	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.28707	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.28807	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.28907	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.29007	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.29112	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.29212	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.29313	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.29413	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.29513	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.29614	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.29717	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.29807	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.29907	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.30007	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.30107	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.30207	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.30307	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.30407	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.30507	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.30607	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.30712	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.30808	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.30912	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.31012	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.31112	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.31208	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.31313	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.31412	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.31514	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.31612	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.31708	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.31808	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.31912	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.32006	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.32115	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.32213	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.32326	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.32408	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.32507	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.32607	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.32707	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.32807	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.32907	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.33007	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.33107	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.33207	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.33307	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.33408	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.33507	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.33607	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.33707	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.33807	0.316258 0.195356	22.1793 13.9351 15.5657 4.89657
3.33907	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.34008	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.34107	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.34208	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.34307	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.34407	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.34507	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.34607	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.34707	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.34807	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.34907	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.35008	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.35107	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.35207	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.35307	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.35407	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.35507	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.35607	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.35707	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.35808	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.35907	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.36007	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.36107	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.36207	0.316257 0.195356	22.1793 13.9351 15.5657 4.89657
3.36308	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.36407	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.36507	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.36608	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.36707	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.36814	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.36915	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.37012	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.37112	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.37216	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.37316	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.37427	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.37507	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.37612	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.37717	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.37812	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.37912	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.38008	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.38117	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.38212	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.38312	0.316257 0.195356	22.1793  13.935 15.5657 4.89657
3.38413	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.38515	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.38608	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.38707	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.38812	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.38919	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.39012	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.39116	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.39212	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.39313	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.39413	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.39512	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.39612	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.39712	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.39813	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.39912	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.40012	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.40113	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.40212	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.40307	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.40412	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.40512	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.40614	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.40712	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.40812	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.40912	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.41012	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.41113	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.41208	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.41314	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.41413	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.41512	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
