Timestep 	 x_error[2] 	 command torques[4]
3.41613	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.41713	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.41809	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.41912	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.42008	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.42112	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.42208	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.42308	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.42415	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.42514	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.42612	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.42712	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.42812	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.42913	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.43012	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.43107	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.43212	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.43313	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.43413	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.4351	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.43608	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.43707	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.43813	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.43917	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.44012	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.44112	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.44212	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.44313	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.44412	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.44513	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.44612	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.44712	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.44813	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.44912	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.45012	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.45112	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.45214	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.45308	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.45407	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.45512	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.45608	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.45712	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.45812	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.45912	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.46012	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.46112	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.46212	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.46312	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.46412	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.46512	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.46612	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.46712	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.46814	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.46908	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.47012	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.47113	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.47209	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.47312	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.47412	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.47513	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.47612	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.47713	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.47813	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.47912	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.48013	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.48113	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.48214	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.48312	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.48414	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.48508	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.48612	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.48713	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.48807	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.48908	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.49007	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.49112	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.49212	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.49313	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.49413	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.49512	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.49612	0.316257 0.195356	22.1793  13.935 15.5657 4.89656
3.49712	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.49812	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.49913	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.50012	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.50112	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.50214	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.50308	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.50412	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.50508	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.50608	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.50712	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.50812	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.50912	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.51012	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.51112	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.51213	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.51312	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.51412	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.51512	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.51613	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.51713	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.5181	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.51908	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.52012	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.52113	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.52208	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.52311	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.52406	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.52512	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.52612	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.52713	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.52812	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.52913	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.53012	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.53113	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.53212	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.53312	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.53413	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.53507	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.53607	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.53712	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.53815	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.53907	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.54007	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.54107	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.54207	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.54307	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.54408	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.54508	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.54608	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.54708	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.54808	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.54908	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.55008	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.55108	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.55207	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.55307	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.55407	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.55507	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.55607	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.55707	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.55807	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.55907	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.56007	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.56107	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.56207	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.56307	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.56407	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.56507	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.56607	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.56707	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.56807	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.56907	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.57007	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.57108	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.57207	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.57307	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.57407	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.57507	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.57607	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.57708	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.57808	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.57908	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.58008	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.58108	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.58208	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.58308	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.58408	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.58507	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.58607	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.58707	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.58807	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.58907	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.59007	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.59107	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.59208	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.59307	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.59408	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.59508	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.59608	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.59707	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.59808	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.59907	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.60008	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.60108	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.60212	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.60313	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.60413	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.60513	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.60611	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.60712	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.60813	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.60913	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.61012	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.61112	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.61212	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.61312	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.61412	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.61512	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.61612	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.61716	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.61807	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.61912	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.62012	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.62117	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.62212	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.62308	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.62412	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.62516	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.62612	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.62712	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.62812	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.62915	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.63012	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.63112	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.63212	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.63315	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.63412	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.63512	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.63611	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.63716	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.63812	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.63913	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.64012	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.64115	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.64212	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.64313	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.64407	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.64516	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.64612	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.64712	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.64808	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.64917	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.65013	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.65113	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.6521	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.65312	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.65412	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.65513	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.65612	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.65712	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.65812	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.65913	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.66013	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.66113	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.66212	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.66313	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.66412	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.66513	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.66612	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.66712	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.66807	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.66908	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.67013	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.67113	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.67209	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.67307	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.67412	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.67513	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.67613	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.67714	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.67813	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.67912	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.68012	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.68114	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.68213	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.68313	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.68412	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.68507	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.68612	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.68712	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.68808	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.68908	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.69012	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.69112	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.69208	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.69313	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.69415	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.69513	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.69612	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.69714	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.69812	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.69913	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.70013	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.70112	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.70213	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.70308	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.70415	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.70513	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.70613	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.70712	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.70817	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.70912	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.71012	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.71112	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.71213	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.71312	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.71413	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.71515	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.71607	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.71708	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.71807	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.71912	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.72012	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.72116	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.72214	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.72313	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.72407	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.72519	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.72613	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.72713	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.72814	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.72916	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.73008	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.73112	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.73213	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.73317	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.73413	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.73508	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.73608	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.73708	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.73809	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.73909	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.74012	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.74108	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.74212	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.74313	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.74408	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.74514	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.74609	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.74708	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.74812	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.74912	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.75012	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.75112	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.75208	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.75312	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.75412	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.75511	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.75613	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.75718	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.75813	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.75912	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.76013	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.76114	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.76214	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.76313	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.76412	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.76513	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.76612	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.76712	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.76808	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.76907	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.77014	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.77112	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.77213	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.77313	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.77413	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.77508	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.77613	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.77712	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.77813	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.77913	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.78013	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.78113	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.78212	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.78313	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.78413	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.78508	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.78612	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.78712	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.78813	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.78913	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.79013	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
3.79113	0.316257 0.195356	22.1792  13.935 15.5657 4.89656
