Timestep 	 x_error[2] 	 command torques[4] 	 f contact[2]
9.27408	0.00108825   0.112412	  32.2142    10.605 -0.828303  -2.94652	4.85828e-10    -10.1287
9.27508	0.00108321   0.112413	  32.2127   10.6044 -0.828784  -2.94576	4.5754e-10   -10.1289
9.27608	0.00108377   0.112413	  32.2116   10.6039 -0.829022  -2.94516	-1.80739e-10      -10.129
9.27708	0.0010835  0.112414	  32.2104   10.6033 -0.829312  -2.94456	-3.33212e-10     -10.1289
9.27808	0.00109256   0.112415	  32.2102   10.6031 -0.829084  -2.94422	-2.25872e-11     -10.1294
9.27908	0.0010852  0.112416	 32.2084  10.6023 -0.82973 -2.94341	2.48424e-10    -10.1296
9.28008	0.00108656   0.112417	  32.2074   10.6018 -0.829914  -2.94287	-3.72583e-10     -10.1297
9.28108	0.00108626   0.112418	  32.2062   10.6013 -0.830184  -2.94228	1.24182e-10    -10.1296
9.28208	0.0010828  0.112418	  32.2047   10.6006 -0.830647   -2.9416	-3.3298e-10    -10.1297
9.28307	0.00116519    0.11242	 32.2043  10.6003 -0.83057  -2.9412	-9.5927e-11    -10.1299
9.28412	0.00121196   0.112421	  32.2022   10.5996 -0.831376  -2.94024	-2.65136e-10     -10.1303
9.28513	0.0012038  0.112422	  32.2035   10.5999 -0.830344   -2.9404	6.76821e-11    -10.1306
9.28612	0.00120629   0.112422	  32.2015    10.599 -0.831068   -2.9396	-4.90589e-10     -10.1307
9.28712	0.00120529   0.112423	  32.2009   10.5987 -0.831092  -2.93917	5.29946e-10    -10.1309
9.28812	0.00119641   0.112424	   32.199   10.5978 -0.831711  -2.93848	1.40911e-10     -10.131
9.28909	0.00120303   0.112425	 32.1984  10.5975 -0.83177   -2.938	-1.91592e-10     -10.1312
9.29013	0.00120143   0.112418	  32.1978   10.5972 -0.831766   -2.9376	-3.38019e-11     -10.1314
9.29111	0.001169 0.112426	   32.197   10.5967 -0.831912  -2.93716	6.75942e-11    -10.1313
9.29212	0.00119913   0.112427	 32.1906  10.5943 -0.83486 -2.93521	-2.42113e-10     -10.1315
9.29312	0.00119556   0.112427	  32.1946   10.5956 -0.832499  -2.93607	3.82782e-10    -10.1319
9.29412	0.00119528   0.112428	  32.1932    10.595 -0.832911  -2.93547	3.09513e-10     -10.132
9.29513	0.00119243   0.112429	   32.192   10.5944 -0.833224  -2.93494	-2.58789e-10     -10.1321
9.29613	0.0012023  0.112429	  32.1913    10.594 -0.833283  -2.93452	-5.06242e-11      -10.132
9.29709	0.00110269   0.112429	  32.1919   10.5941 -0.832716  -2.93444	5.08207e-11    -10.1325
9.29813	0.00119235   0.112432	  32.1861   10.5915 -0.835253  -2.93318	-3.04931e-10     -10.1328
9.29913	0.00119192   0.112433	  32.1858   10.5913 -0.835128  -2.93287	-3.55753e-10      -10.133
9.30012	0.00119992   0.112434	  32.1849   10.5909 -0.835286  -2.93243	-1.80698e-10     -10.1331
9.30109	0.00118744   0.112435	  32.1857   10.5911 -0.834613  -2.93241	4.12213e-10    -10.1333
9.30212	0.00119353   0.112435	 32.1836  10.5902 -0.83544 -2.93156	-2.25862e-11     -10.1333
9.30314	0.001193 0.112436	  32.1833     10.59 -0.835296  -2.93128	6.54977e-10    -10.1335
9.30412	0.00120146   0.112437	  32.1825   10.5896 -0.835444  -2.93085	2.65367e-10    -10.1336
9.30508	0.00119226   0.112437	  32.1834   10.5898 -0.834708   -2.9309	3.04877e-10    -10.1338
9.30612	0.00119133   0.112438	   32.181   10.5889 -0.835649  -2.93006	3.50021e-10    -10.1339
9.30713	0.00119026   0.112439	  32.1801   10.5884 -0.835837  -2.92963	-1.01613e-10      -10.134
9.30814	0.00118919   0.112439	  32.1791    10.588 -0.836051  -2.92919	5.13671e-10    -10.1341
9.30909	0.00118006    0.11244	  32.1783   10.5875 -0.836205  -2.92878	2.25772e-11    -10.1342
9.31014	0.00118725    0.11244	  32.1757   10.5865 -0.837274  -2.92791	-1.91888e-10     -10.1343
9.31113	0.00118641   0.112441	 32.1767  10.5867 -0.83648 -2.92801	-3.38597e-11     -10.1345
9.31213	0.0011855  0.112442	  32.1759   10.5863 -0.836621  -2.92762	3.27278e-10    -10.1346
9.31309	0.00118475   0.112442	  32.1751   10.5859 -0.836766  -2.92724	3.27244e-10    -10.1347
9.31413	0.00118373   0.112443	  32.1743   10.5856 -0.836894  -2.92687	2.31302e-10    -10.1348
9.31513	0.00118291   0.112443	  32.1736   10.5852 -0.837025  -2.92651	4.51267e-10    -10.1349
9.31613	0.0011821  0.112444	  32.1728   10.5848 -0.837155  -2.92615	-7.33218e-11      -10.135
9.31708	0.00117991   0.112444	   32.172   10.5844 -0.837275   -2.9258	-3.94759e-11     -10.1351
9.31812	0.00118035   0.112445	   32.171   10.5839 -0.837556  -2.92537	7.33024e-11    -10.1352
9.31911	0.00117943   0.112443	  32.1704   10.5836 -0.837575  -2.92509	-1.24033e-10     -10.1354
9.32012	0.00117828   0.112446	  32.1698   10.5833 -0.837646   -2.9248	-3.94594e-11     -10.1355
9.32108	0.00110883   0.112446	  32.1691   10.5829 -0.837736  -2.92446	-1.01452e-10     -10.1355
9.32213	0.00117984   0.112447	  32.1686   10.5826 -0.837731  -2.92427	1.85967e-10    -10.1357
9.32313	0.00117285   0.112447	  32.1684   10.5824 -0.837586  -2.92408	-5.07101e-10     -10.1358
9.32413	0.00117809   0.112448	  32.1657   10.5813 -0.838683  -2.92327	-6.14049e-10     -10.1359
9.32513	0.00117671   0.112448	  32.1671   10.5817 -0.837751   -2.9235	-9.01211e-11      -10.136
9.32614	0.00116951   0.112449	  32.1661   10.5812 -0.838026  -2.92312	-1.12632e-10     -10.1361
9.32713	0.00116905   0.112449	  32.1636   10.5802 -0.839033  -2.92235	4.61703e-10    -10.1361
9.32813	0.00116812   0.112449	 32.1629  10.5799 -0.83914 -2.92206	3.99694e-10    -10.1362
9.32913	0.00117272    0.11245	  32.1623   10.5795 -0.839234  -2.92178	1.12569e-11    -10.1363
9.33013	0.00116613    0.11245	  32.1635   10.5799 -0.838361  -2.92201	4.16429e-10    -10.1365
9.33113	0.00116699   0.112453	   32.161   10.5788 -0.839426  -2.92123	-2.77197e-10     -10.1365
9.33214	0.00116614   0.112453	   31.988   10.4912 -0.920857  -2.90739	-1.98332e-10     -10.1536
9.33309	0.00116483   0.112454	  32.1603   10.5785 -0.839297  -2.92069	7.3541e-11   -10.1365
9.33412	0.00116588   0.112454	  32.1611   10.5788 -0.838703  -2.92071	-1.13137e-11     -10.1366
9.33512	0.00116548   0.112455	  32.1607   10.5786 -0.838692   -2.9205	6.3355e-10   -10.1367
9.33612	0.00116953   0.112455	  32.1602   10.5783 -0.838705  -2.92029	1.58383e-10    -10.1367
9.33714	0.0011174  0.112455	  32.1606   10.5783 -0.838297  -2.92038	-4.41198e-10     -10.1369
9.33812	0.00115844   0.112456	  32.1567   10.5767 -0.839976  -2.91938	2.09277e-10    -10.1369
9.33908	0.0011153  0.112456	  32.1583   10.5773 -0.838992  -2.91958	-4.80751e-10     -10.1369
9.34013	0.00115875   0.112456	  32.1589   10.5774 -0.838473  -2.91974	-6.44751e-10     -10.1371
9.34109	0.00111379   0.112456	  32.1559   10.5761 -0.839763  -2.91892	1.13108e-11    -10.1371
9.34213	0.0011563  0.112457	 32.1547  10.5756 -0.84014 -2.91857	3.22342e-10    -10.1371
9.34313	0.00115566   0.112457	 32.1549  10.5756 -0.83985 -2.91854	-7.3513e-11    -10.1372
9.34413	0.00115465   0.112458	  32.1543   10.5753 -0.839927  -2.91834	5.65454e-12    -10.1373
9.34508	0.00111502   0.112458	  32.1537    10.575 -0.839996  -2.91815	2.99674e-10    -10.1373
9.34613	0.00115249   0.112458	  32.1531   10.5746 -0.840106  -2.91795	-3.10965e-10     -10.1374
9.34714	0.00115177   0.112459	  32.1527   10.5744 -0.840106   -2.9178	1.69607e-11    -10.1374
9.34813	0.00115082   0.112459	 32.1523  10.5742  -0.8401 -2.91766	-4.52257e-11     -10.1375
9.34909	0.00111598   0.112459	  32.1515   10.5738 -0.840276  -2.91745	1.86544e-10    -10.1375
9.35042	0.00111597   0.112459	  32.1502   10.5731 -0.840569  -2.91703	-6.21746e-11     -10.1375
9.35112	0.00114687    0.11246	  32.1502   10.5731 -0.840569  -2.91703	-5.14338e-10     -10.1376
9.35211	0.00115018    0.11246	  32.1507   10.5733 -0.840103  -2.91708	-6.32988e-10     -10.1376
9.35309	0.00112077    0.11246	  32.1531   10.5741 -0.838756  -2.91764	-1.35632e-10     -10.1378
9.35424	0.00114475    0.11246	  32.1516   10.5734 -0.839288  -2.91735	-7.34623e-11     -10.1379
9.35512	0.00114538   0.112461	  32.1487   10.5722 -0.840496  -2.91663	5.19845e-10    -10.1378
9.35612	0.00114513   0.112461	  32.1502   10.5727 -0.839594  -2.91697	2.26004e-10    -10.1379
9.35708	0.0011207  0.112461	  32.1504   10.5727 -0.839282  -2.91703	9.03947e-11     -10.138
9.35813	0.00114095   0.112461	 32.1471  10.5713 -0.84073 -2.91623	-1.12983e-11     -10.1379
9.35913	0.00113977   0.112461	  32.1472   10.5713 -0.840496  -2.91625	3.21978e-10     -10.138
9.36013	0.0011389  0.112462	  32.1466    10.571 -0.840636  -2.91609	-1.69448e-10      -10.138
9.3611	0.0011195  0.112462	  32.1463   10.5708 -0.840606  -2.91603	1.12956e-11     -10.138
9.36213	0.00113638   0.112462	  32.1452   10.5702 -0.840951  -2.91582	1.24242e-10     -10.138
9.36313	0.00113584   0.112462	  32.1455   10.5703 -0.840662  -2.91586	5.08218e-10    -10.1381
9.36413	0.00113482   0.112462	  32.1451   10.5701 -0.840688  -2.91578	-4.8559e-10    -10.1381
9.36514	0.00113505   0.112462	  32.1447   10.5698 -0.840684  -2.91573	-1.91961e-10     -10.1381
9.36612	0.00113276   0.112462	  32.1471   10.5707 -0.839364  -2.91634	-1.35492e-10     -10.1382
9.36714	0.00113168   0.112462	  32.1438   10.5693 -0.840815  -2.91556	-2.25798e-11     -10.1381
9.36812	0.00113076   0.112462	  32.1437   10.5692 -0.840666  -2.91558	-9.03112e-11     -10.1382
9.36911	0.00113014   0.112463	  32.1447   10.5696 -0.840025  -2.91579	-2.93485e-10     -10.1382
9.37013	0.00112954   0.112463	  32.1444   10.5694 -0.840016  -2.91576	4.51476e-10    -10.1382
9.37112	0.00112852   0.112463	  32.1463   10.5701 -0.838938  -2.91627	2.93435e-10    -10.1383
9.37212	0.00112724   0.112463	  32.1468   10.5702 -0.838508  -2.91646	1.1285e-10   -10.1383
9.37314	0.00112533   0.112463	  32.1457   10.5697 -0.838915  -2.91623	5.64196e-11    -10.1383
9.37414	0.00112445   0.112463	  32.1376   10.5664 -0.842777  -2.91427	-1.8053e-10     -10.138
9.37513	0.00112367   0.112463	  32.1363   10.5658 -0.843236  -2.91403	-5.75356e-10      -10.138
9.37613	0.00112263   0.112463	  32.1391   10.5669 -0.841691   -2.9148	-1.69209e-10     -10.1381
9.37713	0.00112219   0.112463	  32.1419   10.5679 -0.840188  -2.91556	-2.31234e-10     -10.1382
9.37813	0.00112051   0.112463	  32.1335   10.5645 -0.844152  -2.91356	1.29701e-10    -10.1379
9.37913	0.00111979   0.112463	 32.1444  10.5687 -0.83864 -2.91635	-1.69166e-11     -10.1383
9.38013	0.00111837   0.112463	  32.1391   10.5665 -0.841124  -2.91511	4.51061e-11    -10.1381
9.38114	0.00111782   0.112463	  32.141  10.5672 -0.84002 -2.91568	2.93166e-10    -10.1382
9.38213	0.00111597   0.112463	  32.1386   10.5662 -0.841048  -2.91519	-4.50979e-11     -10.1381
9.38313	0.00111507   0.112462	  32.1416   10.5673 -0.839469  -2.91601	-3.04387e-10     -10.1382
9.38414	0.0011141  0.112462	  32.1405   10.5668 -0.839835  -2.91587	6.76352e-11    -10.1381
9.38515	0.00111268   0.112462	  32.1401   10.5666 -0.839889  -2.91588	-1.63436e-10     -10.1381
9.38612	0.00111198   0.112462	  32.1407   10.5667 -0.839471  -2.91613	8.45286e-11    -10.1381
9.38712	0.00110944   0.112462	  32.1398   10.5663 -0.839802  -2.91601	4.28238e-10    -10.1381
9.38813	0.00110998   0.112462	  32.1409   10.5666 -0.839095  -2.91649	4.45104e-10    -10.1382
9.38913	0.00110736   0.112462	  32.1387   10.5657 -0.840047  -2.91608	-7.88714e-11     -10.1381
9.39013	0.0011062  0.112462	  32.1412   10.5666 -0.838709  -2.91682	3.37993e-11    -10.1382
9.39113	0.00110712   0.112462	  32.1411   10.5665 -0.838625  -2.91694	-1.57716e-10     -10.1381
9.39213	0.00110582   0.112461	  32.1382   10.5653 -0.839905  -2.91634	6.87117e-10     -10.138
9.39313	0.00110474   0.112461	  32.1381   10.5652 -0.839832  -2.91645	1.57685e-10     -10.138
9.39413	0.0011038  0.112461	  32.1378    10.565 -0.839853  -2.91653	3.77282e-10    -10.1379
9.39513	0.00110273   0.112461	  32.1378   10.5649 -0.839732  -2.91667	-2.81528e-10     -10.1379
9.39613	0.00110193   0.112461	  32.1403   10.5658 -0.838394  -2.91745	-2.42094e-10      -10.138
9.39713	0.00110054   0.112461	  32.1377   10.5647 -0.839551  -2.91693	3.37771e-11    -10.1378
9.39812	0.00109677    0.11246	 32.1374  10.5645 -0.83959 -2.91702	-2.47676e-10     -10.1378
9.39913	0.00109567    0.11246	  32.1407   10.5658 -0.837848    -2.918	-9.00569e-11     -10.1379
9.40012	0.00109522    0.11246	  32.1407   10.5657 -0.837747  -2.91815	-4.44638e-10     -10.1379
9.40111	0.00110433    0.11246	  32.1393   10.5651 -0.838307  -2.91799	2.36368e-10    -10.1378
9.40212	0.00109249   0.112461	   32.131   10.5618 -0.842297  -2.91602	2.25887e-11    -10.1373
9.40313	0.00109354   0.112461	  32.1407   10.5655 -0.837416  -2.91867	-5.08265e-11     -10.1377
9.40419	0.00113029   0.112461	 32.1363  10.5636 -0.83946 -2.91787	-6.26852e-10     -10.1376
9.40512	0.00109756    0.11246	  32.1354    10.563 -0.839786  -2.91803	3.33195e-10    -10.1376
9.40612	0.00109219    0.11246	  32.1365   10.5636 -0.839155  -2.91827	-2.37185e-10     -10.1375
9.40713	0.00108678    0.11246	  32.1367   10.5636 -0.838987  -2.91849	2.14594e-10    -10.1374
9.40813	0.00108994   0.112459	  32.1401   10.5649 -0.837188  -2.91954	5.30843e-10    -10.1375
9.40913	0.00108887   0.112459	  32.1367   10.5635 -0.838784  -2.91889	-3.78359e-10     -10.1373
9.41013	0.00108805   0.112459	  32.1366   10.5633 -0.838757  -2.91906	-5.53418e-10     -10.1372
9.41113	0.00108226   0.112459	  32.1369   10.5634 -0.838521  -2.91933	-6.7765e-11    -10.1371
9.41213	0.00108564   0.112458	  32.1405   10.5648 -0.836668  -2.92042	4.51769e-10    -10.1372
9.41313	0.00108499   0.112458	  32.1371   10.5633 -0.838251  -2.91979	-3.04938e-10      -10.137
9.41413	0.00108383   0.112458	  32.1366   10.5631 -0.838382  -2.91991	-2.48466e-10     -10.1369
9.41513	0.001083 0.112457	  32.1369   10.5631 -0.838173  -2.92019	1.07292e-10    -10.1369
9.41613	0.0010815  0.112457	  32.1373   10.5633 -0.837877  -2.92051	9.59969e-11    -10.1368
9.41716	0.00107536   0.112457	  32.1375   10.5633 -0.837714  -2.92077	3.16223e-10    -10.1367
9.41814	0.00108319   0.112456	 32.1385  10.5636  -0.8371 -2.92139	4.51749e-11    -10.1368
9.41907	0.00107077   0.112456	   32.139   10.5638 -0.836829  -2.92153	9.03476e-11    -10.1365
9.42015	0.00107442   0.112456	 32.1434  10.5655  -0.8346 -2.92282	-7.90545e-11     -10.1366
9.42115	0.00107646   0.112455	   32.138   10.5632 -0.837163  -2.92184	-2.31512e-10     -10.1364
9.42212	0.00106942   0.112455	  32.1379   10.5631 -0.837114  -2.92207	3.27501e-10    -10.1363
9.42315	0.00106825   0.112454	  32.1418   10.5646 -0.835148  -2.92327	1.12932e-11    -10.1363
9.42413	0.00107325   0.112454	  32.1416   10.5645 -0.835169  -2.92349	1.69396e-10    -10.1362
9.42509	0.00113421   0.112454	 32.1386  10.5632 -0.83659 -2.92299	-5.64639e-11      -10.136
9.42613	0.00107125   0.112453	  32.1385   10.5631 -0.836567  -2.92325	-3.33133e-10     -10.1359
9.42714	0.0010698  0.112453	  32.139  10.5632 -0.83628 -2.92361	1.91972e-10    -10.1358
9.42812	0.00106882   0.112452	  32.1392   10.5633 -0.836093  -2.92394	-4.57339e-10     -10.1357
9.42909	0.00106139   0.112452	  32.1392   10.5632 -0.836045  -2.92422	4.40394e-10    -10.1356
9.43014	0.00106515   0.112451	  32.1443   10.5652 -0.833494  -2.92568	6.09774e-10    -10.1357
9.43113	0.00105853   0.112451	    32.14   10.5634 -0.835565  -2.92494	-4.51671e-11     -10.1354
9.43213	0.00106546    0.11245	  32.1435   10.5647 -0.833798   -2.9261	1.18563e-10    -10.1355
9.43312	0.00106394    0.11245	  32.1405   10.5635 -0.835216  -2.92563	-7.90394e-11     -10.1352
9.43412	0.00105464   0.112449	   32.142   10.5641 -0.834419  -2.92622	-1.69366e-11     -10.1351
9.43512	0.00105823   0.112449	  32.1435   10.5647 -0.833631  -2.92686	-6.37934e-10      -10.135
9.43612	0.00104911   0.112448	  32.1431   10.5644 -0.833773  -2.92707	3.55653e-10    -10.1349
9.43709	0.00105579   0.112448	  32.1473    10.566 -0.831718  -2.92837	-2.5968e-10    -10.1349
9.43812	0.00105624   0.112447	  32.1426   10.5641 -0.833943   -2.9276	-4.9676e-10    -10.1347
9.43912	0.0010493  0.112446	  32.1422   10.5638 -0.834113  -2.92785	-1.80635e-10     -10.1346
9.44013	0.00105572   0.112446	  32.1463   10.5654 -0.832054  -2.92916	3.66909e-10    -10.1346
9.44109	0.00113745   0.112446	  32.1427   10.5639 -0.833801   -2.9286	5.19294e-10    -10.1343
9.44213	0.00105438   0.112445	  32.1439   10.5643 -0.833175  -2.92921	4.74123e-10    -10.1342
9.44314	0.00105269   0.112444	  32.1435   10.5641 -0.833332  -2.92944	-3.95088e-11     -10.1341
9.44413	0.00113777   0.112444	  32.1439   10.5642 -0.833093  -2.92987	2.25756e-10    -10.1339
9.44509	0.00113413   0.112444	  32.1459   10.5649 -0.832086  -2.93082	-2.20107e-10      -10.134
9.44613	0.00104291   0.112442	 32.1439  10.5641 -0.83303 -2.93058	-4.06328e-10     -10.1337
9.44713	0.001035 0.112442	  32.1509   10.5669 -0.829249  -2.93244	-1.24149e-10     -10.1335
9.44813	0.00104678   0.112441	  32.1497   10.5664 -0.830137  -2.93262	-2.2572e-11    -10.1336
9.44909	0.00113813   0.112441	   32.146   10.5648 -0.831917  -2.93208	6.77118e-11    -10.1333
9.45013	0.00113919    0.11244	  32.1461   10.5647 -0.831884  -2.93245	-1.35416e-10     -10.1331
9.45114	0.00107722   0.112439	  32.1372   10.5607 -0.836104  -2.93137	8.46328e-11    -10.1332
9.45214	0.0010293  0.112438	  32.1492    10.566 -0.830343  -2.93379	-5.47246e-10     -10.1328
9.45309	0.0010372  0.112438	   32.154   10.5679 -0.827971  -2.93531	-3.21563e-10     -10.1328
9.45418	0.00113732   0.112438	  32.1491   10.5658 -0.830339  -2.93455	2.48205e-10    -10.1326
9.45514	0.00104088   0.112436	  32.1479   10.5651 -0.830881   -2.9349	-4.28696e-10     -10.1326
9.45614	0.00102852   0.112435	  32.1532   10.5673 -0.828321  -2.93632	-1.29728e-10     -10.1324
9.45709	0.0011294  0.112435	  32.1539   10.5676 -0.827964  -2.93686	-4.51194e-11     -10.1323
9.45813	0.00103777   0.112434	  32.1494   10.5657 -0.830122  -2.93621	-1.12788e-11      -10.132
9.45913	0.00102471   0.112433	  32.1507   10.5662 -0.829498  -2.93687	-1.6353e-10    -10.1318
9.46013	0.00103443   0.112433	 32.1553  10.5679 -0.82726 -2.93836	-2.08627e-10     -10.1318
9.46113	0.00103362   0.112432	  32.1517   10.5664 -0.829007  -2.93789	4.17212e-10    -10.1315
9.46213	0.0010284  0.112431	  32.1536   10.5672 -0.828116  -2.93865	6.20122e-10    -10.1313
9.46308	0.00114065   0.112431	  32.1528   10.5668 -0.828479  -2.93894	-2.31116e-10     -10.1312
9.46408	0.00113387    0.11243	  32.1561    10.568 -0.826893  -2.94014	6.76374e-10    -10.1311
9.46509	0.00113112   0.112429	  32.1577   10.5687 -0.826082  -2.94094	3.60696e-10     -10.131
9.4661	0.00114392   0.112429	 32.1534  10.5668  -0.8282 -2.94034	-4.50815e-11     -10.1307
9.46708	0.00113381   0.112428	  32.1579   10.5686 -0.826021  -2.94185	5.29654e-10    -10.1306
9.46808	0.00114065   0.112427	   32.156   10.5678 -0.826937  -2.94177	3.94372e-11    -10.1303
9.46908	0.00113077   0.112426	  32.1604   10.5695 -0.824821  -2.94324	-2.98563e-10     -10.1303
9.47008	0.00113117   0.112425	  32.1581   10.5686 -0.825954   -2.9431	3.32316e-10      -10.13
9.47114	0.0011429  0.112424	  32.1601   10.5693 -0.824979  -2.94405	4.16749e-10    -10.1299
9.47207	0.00113876   0.112423	  32.1593   10.5689 -0.825401  -2.94439	2.92813e-10    -10.1298
9.47308	0.00113352   0.112423	  32.1621     10.57 -0.824073  -2.94533	-3.26547e-10     -10.1295
9.47408	0.00114165   0.112422	  32.1598   10.5691 -0.825183  -2.94522	1.57618e-10    -10.1292
9.47508	0.00114215   0.112421	  32.1604   10.5692 -0.824947  -2.94581	-1.23823e-10     -10.1291
9.47608	0.00114235    0.11242	  32.1611   10.5695 -0.824627  -2.94642	-3.09507e-10     -10.1289
9.47708	0.0011426  0.112419	  32.1618   10.5697 -0.824317  -2.94704	1.29408e-10    -10.1287
9.47808	0.00114355   0.112418	  32.1622   10.5698 -0.824129  -2.94761	2.08141e-10    -10.1285
9.47908	0.00114308   0.112417	 32.1632  10.5702 -0.82368 -2.94829	-2.69972e-10     -10.1283
9.48008	0.00113003   0.112416	  32.1685   10.5723 -0.821113  -2.95002	3.7677e-10   -10.1283
9.48108	0.001143 0.112415	  32.1648   10.5707 -0.822963  -2.94959	-5.62221e-10     -10.1279
9.48208	0.00113105   0.112414	 32.1696  10.5727 -0.82063 -2.95123	-5.62221e-10     -10.1279
9.48308	0.00113043   0.112416	  31.9622   10.4673 -0.918788  -2.93599	4.02264e-10    -10.1484
9.48412	0.00114451   0.112415	 32.1676   10.572 -0.82172 -2.95132	-4.69257e-10     -10.1271
9.48508	0.00113413   0.112414	  32.1729    10.574 -0.819148  -2.95316	2.48756e-10    -10.1271
9.48607	0.00114695   0.112413	  32.1695   10.5726 -0.820881   -2.9528	5.08782e-11    -10.1267
9.48708	0.00112996    0.11241	 32.1757  10.5751  -0.8179 -2.95475	6.55732e-10    -10.1267
9.48813	0.00100853    0.11241	  32.1762   10.5753 -0.817666  -2.95537	1.18702e-10    -10.1265
9.48907	0.00101367   0.112409	  32.1737   10.5742 -0.818963  -2.95515	6.04792e-10    -10.1265
9.49013	0.000994359    0.112408	    32.17   10.5727 -0.820801  -2.95478	-5.31265e-10     -10.1261
9.49113	0.00098332   0.112407	 32.1768  10.5754 -0.81754  -2.9569	-1.3562e-10    -10.1257
9.49213	0.000981672    0.112406	  32.1809    10.577 -0.815573  -2.95839	4.18124e-10    -10.1256
9.49313	0.00100965   0.112405	  32.1818   10.5773 -0.815216   -2.9591	1.01703e-10    -10.1258
9.49413	0.00097981   0.112404	  32.1729   10.5737 -0.819584  -2.95753	1.80762e-10    -10.1249
9.49513	0.000977235    0.112403	  32.1835   10.5779 -0.814466  -2.96055	-1.46855e-10      -10.125
9.49614	0.000975969    0.112402	 32.1845  10.5783 -0.81408 -2.96129	-5.64748e-12     -10.1248
9.49714	0.00100494   0.112401	  32.1853   10.5785 -0.813749  -2.96201	-2.14595e-10     -10.1249
9.49813	0.00101582     0.1124	  32.1765   10.5749 -0.818077  -2.96046	6.32384e-10    -10.1245
9.49914	0.00097345   0.112398	 32.1738  10.5738 -0.81946 -2.96035	-1.07246e-10     -10.1236
9.50013	0.00100188   0.112397	  32.1878   10.5794 -0.812713  -2.96419	3.55603e-10    -10.1243
9.50108	0.00115581   0.112397	  32.1798   10.5761 -0.816689  -2.96282	-5.02253e-10     -10.1237
9.50208	0.000975745    0.112395	  32.1776   10.5751 -0.817798  -2.96297	2.3133e-10   -10.1235
9.50313	0.000966123    0.112394	  32.1915   10.5808 -0.811098  -2.96668	-3.38428e-11     -10.1232
9.50416	0.000964917    0.112393	  32.1921    10.581 -0.810849   -2.9674	-4.455e-10    -10.123
9.50514	0.000980265    0.112392	   32.193   10.5813 -0.810511  -2.96815	3.04453e-10    -10.1228
9.50613	0.000963049     0.11239	  32.1891   10.5797 -0.812481  -2.96778	4.45285e-10    -10.1223
9.50713	0.000961196    0.112389	  32.1947    10.582 -0.809814  -2.96967	5.86061e-10    -10.1222
9.50813	0.0009599  0.112388	  32.1956   10.5823 -0.809441  -2.97046	2.64786e-10     -10.122
9.50914	0.00100855   0.112387	  32.1967   10.5827 -0.809019  -2.97127	3.37992e-11    -10.1222
9.51013	0.00100235   0.112386	  32.1827   10.5769 -0.815906  -2.96855	1.97102e-10    -10.1215
9.51113	0.000957854    0.112384	  32.1856   10.5781 -0.814564  -2.96981	2.13932e-10    -10.1213
9.51213	0.000954874    0.112383	  32.1996   10.5837 -0.807835  -2.97368	4.55805e-10     -10.121
9.51314	0.00098749   0.112382	  32.2011   10.5843 -0.807194  -2.97461	2.98208e-10    -10.1212
9.51414	0.000981928    0.112381	  32.1919   10.5805 -0.811754  -2.97304	-1.34993e-10     -10.1207
9.51513	0.000971789    0.112379	  32.1947   10.5816 -0.810502  -2.97426	-5.67895e-10     -10.1205
9.51613	0.000949633    0.112378	  32.2012   10.5842 -0.807368  -2.97643	1.2925e-10   -10.1199
9.51713	0.000983326    0.112377	  32.2054   10.5859 -0.805429  -2.97798	-5.61884e-12     -10.1202
9.51808	0.000947551    0.112377	  32.1966   10.5822 -0.809852  -2.97648	-6.03062e-10     -10.1192
9.51908	0.000946348    0.112376	   32.205   10.5854 -0.805768  -2.97952	1.91642e-10      -10.12
9.52007	0.000944192    0.112374	  32.2059   10.5857 -0.805432  -2.98032	-3.66358e-10     -10.1197
9.52112	0.000979155    0.112373	  32.207  10.5861 -0.80501 -2.98118	-3.32521e-10     -10.1195
9.52207	0.000979396    0.112372	  32.1983   10.5825 -0.809359  -2.97973	5.29724e-10    -10.1189
9.52306	0.000959813    0.112371	  32.1992   10.5829 -0.809024  -2.98054	-6.42375e-10     -10.1186
9.52407	0.000939062     0.11237	  32.2056   10.5854 -0.806006  -2.98265	1.69032e-10    -10.1185
9.52507	0.000974996    0.112369	   32.212    10.588 -0.802997  -2.98477	2.87327e-10    -10.1184
9.52607	0.000938713    0.112367	  32.2029   10.5842 -0.807542  -2.98326	3.26712e-10    -10.1178
9.52707	0.000973058    0.112366	  32.2143   10.5889 -0.802057  -2.98656	      -0 -10.1178
9.52806	0.000933046    0.112364	  32.2055   10.5852 -0.806487  -2.98511	-5.34906e-10     -10.1167
9.52906	0.000972534    0.112363	  32.2178   10.5903 -0.800571  -2.98861	4.50441e-10    -10.1173
9.53006	0.0009907  0.112362	  32.2076   10.5861 -0.805671  -2.98684	-5.62925e-12     -10.1166
9.53106	0.000989429    0.112361	  32.2037   10.5844 -0.807673  -2.98656	-2.814e-10   -10.1162
9.53206	0.000988431     0.11236	  32.2052    10.585 -0.807057  -2.98754	-1.68803e-10     -10.1159
9.53306	0.00118123    0.11236	  32.2067   10.5856 -0.806443  -2.98853	      -0 -10.1156
9.53407	0.000937392    0.112357	  32.2212   10.5915 -0.799472  -2.99268	4.83607e-10    -10.1153
9.53507	0.000937283    0.112355	  32.2252   10.5931 -0.797647  -2.99415	3.03577e-10     -10.115
